Date,Hour,optimized_Power Transport Vehicles,optimized_Set Point,optimized_Number of Active Chillers,optimized_Standby Power Down,optimized_Active Printers,optimized_Active Coffee Machines,optimized_Number of Servers,optimized_Number of Network Switches (PoE),optimized_Number of Network Switches (Non-PoE),optimized_Number of HDDs,optimized_Number of SSDs,optimized_Compressor Energy,optimized_Technological Centers Energy,optimized_Chiller Energy,optimized_Data Center Energy,optimized_Production Energy,optimized_UTA Energy,optimized_Office Energy,optimized_Total Cost,optimized_Production Schedule,optimized_Maintenance Status,optimized_Volume Production Waste,optimized_Number of Workers,optimized_Heat Index,optimized_Efficiency Adjusted Power,optimized_Operational Presence,optimized_Fabric in Chamber,optimized_Testing Schedule,optimized_Workload,optimized_Lightbulbs Active,optimized_Active Wall Plugs,optimized_Active Computers,optimized_Price mWh
2023-06-05,8,0.0,,,,,,,,,,,54.5888464726236,30.606440268438956,0.0,0.0,0.0,0.0,0.0,0.0,1,50,0,0,20.5,0.2059994715805879,2.6533573250058016,4.032347981413391,20.9207890956335,6.723303695336705,1,0,2,99.95
2023-06-05,9,0.0,,,,,,,,,,,54.56360256242131,30.206029300937868,0.0,0.0,0.0,0.0,0.0,0.0,39,2,23,9,21.82,0.2060618814717643,3.3740064935138188,8.594346255064124,7.267103781368963,18.15113975330315,2,4,1,85.77
2023-06-05,10,0.0,,,,,,,,,,,49.964409697738795,30.256081371536524,0.0,0.0,0.0,0.0,0.0,0.0,49,30,0,150,23.05,0.2060642129481146,3.920385395136644,10.133291915363344,15.296067582878564,6.279585628755398,3,6,2,75.0
2023-06-05,11,0.0,,,,,,,,,,,51.57291872021961,30.055875992086293,0.0,0.0,0.0,0.0,0.0,0.0,31,50,15,0,24.11,0.2060547602220175,5.33572865996472,8.134697193605843,21.421190365606215,15.30139510278478,4,4,3,70.08
2023-06-05,12,0.0,,,,,,,,,,,54.48838456323407,31.182032966666913,0.0,0.0,0.0,0.0,0.0,0.0,20,77,21,181,24.92,0.2060500811267234,3.63256914203851,5.85128503978967,27.23072906198056,16.94857833989823,2,3,3,68.99
2023-06-05,13,0.0,,,,,,,,,,,54.86529073132973,29.805618404853544,0.0,0.0,0.0,0.0,0.0,0.0,32,42,12,0,25.43,0.20604108178975,3.73126014806079,7.5713902178643,18.003130492267132,12.494239842831847,3,4,2,66.54
2023-06-05,14,0.0,,,,,,,,,,,55.54390644452531,30.731569672385255,0.0,0.0,0.0,0.0,0.0,0.0,7,22,8,102,25.6,0.2060404550222885,3.3311839608630383,4.536695694374763,13.31046539628644,10.939417511234552,2,1,1,67.16
2023-06-05,15,0.0,,,,,,,,,,,53.935386749497326,30.506338443950487,0.0,0.0,0.0,0.0,0.0,0.0,45,13,15,0,25.43,0.2060431431368603,1.553854917194308,9.537969687657531,10.667351945490816,14.373405777624894,1,5,1,68.79
2023-06-05,16,0.0,,,,,,,,,,,58.057229931537314,31.03187838539322,0.0,0.0,0.0,0.0,0.0,0.0,30,63,14,55,24.92,0.2060442213930709,3.3782845412260416,7.529179234362376,24.037233056242577,13.472450746940485,1,2,2,75.92
2023-06-05,17,0.0,,,,,,,,,,,57.80588630835641,30.581415611556405,0.0,0.0,0.0,0.0,0.0,0.0,7,45,23,0,24.11,0.2060449861211753,3.527070536365009,3.863793440068668,18.15140351724329,17.55754368853056,2,2,2,87.92
2023-06-05,18,0.0,,,,,,,,,,,52.25149603247006,31.43228965837655,0.0,0.0,0.0,0.0,0.0,0.0,28,20,0,229,23.05,0.2060451574444741,5.902074058872827,6.988240397420465,11.805139098227093,3.9218354746514343,5,4,2,88.35
2023-06-05,19,0.0,,,,,,,,,,,52.90494110989117,29.230027286805463,0.0,0.0,0.0,0.0,0.0,0.0,36,26,7,0,21.82,0.2060446411813098,3.3347188158143277,8.549159073438739,14.479361911210509,10.413435274642891,2,4,2,95.12
2023-06-05,20,0.0,,,,,,,,,,,55.49364838448426,31.08192973438714,0.0,0.0,0.0,0.0,0.0,0.0,27,37,19,0,20.5,0.2060444083338463,3.753955864432375,6.801576347839577,16.38650547866575,15.847232625736655,2,2,1,101.46
2023-06-05,21,0.0,,,,,,,,,,,56.85082880049709,29.905721459260043,0.0,0.0,0.0,0.0,0.0,0.0,19,33,12,89,19.18,0.2060443692701322,3.3999049064302236,6.854100372301779,17.22048530249368,13.768026995774546,2,2,2,103.67
2023-06-05,22,0.0,,,,,,,,,,,54.76479482858295,31.732598164590858,0.0,0.0,0.0,0.0,0.0,0.0,6,12,17,0,17.95,0.2060443704449439,2.319333430909274,4.933230399424209,11.283123623409043,16.49672996127281,0,1,0,100.0
2023-06-05,23,0.0,,,,,,,,,,,18.347084431877107,28.379153240157876,0.0,0.0,0.0,0.0,0.0,0.0,25,6,9,90,16.89,0.2060444411125357,4.301260049675926,8.08392340859467,11.384575356322904,13.64024220868488,2,2,0,95.12
2023-06-06,0,0.0,,,,,,,,,,,14.065368340099376,23.724130321106937,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,0,15.65,0.671591668864128,3.468205304602158,2.6999860791609263,1.3223173180374357,7.442826347393851,2,0,0,92.52
2023-06-06,1,0.0,,,,,,,,,,,14.652933891842435,24.35318097475693,0.0,0.0,0.0,0.0,0.0,0.0,0,25,4,0,15.02,0.6839432506304172,1.8803266276366757,0.0,10.254983394518694,4.725185492542291,1,0,1,90.0
2023-06-06,2,0.0,,,,,,,,,,,12.005429814980031,21.159829432208703,0.0,0.0,0.0,0.0,0.0,0.0,6,6,18,11,14.8,0.6741710684090896,0.4997631748841729,2.205569504959621,4.24572067463695,14.077199841712709,0,1,0,89.41
2023-06-06,3,0.0,,,,,,,,,,,10.37695515154816,18.272398279821648,0.0,0.0,0.0,0.0,0.0,0.0,21,18,14,0,15.02,0.6756828302358742,2.5078298701933512,4.6521025068406745,8.27404504513476,11.661614279030864,2,3,1,85.0
2023-06-06,4,0.0,,,,,,,,,,,11.297420412690878,18.25134029626738,0.0,0.0,0.0,0.0,0.0,0.0,6,29,8,58,15.65,0.6840396700131496,1.225952619283658,4.429903967801672,16.056619277616083,12.279558518907717,0,0,1,80.1
2023-06-06,5,0.0,,,,,,,,,,,14.37524410064266,17.93226843482207,0.0,0.0,0.0,0.0,0.0,0.0,39,18,7,133,16.66,0.6777439501631526,3.315551860062123,9.602837072282911,13.231626997838587,12.354089787674663,1,3,1,80.1
2023-06-06,6,0.0,,,,,,,,,,,16.29586109462745,22.49356480923091,0.0,0.0,0.0,0.0,0.0,0.0,21,16,11,24,17.98,0.6791024599810274,5.481754495063593,7.572111984617353,13.762370040192216,15.784317127055914,3,2,1,90.02
2023-06-06,7,0.0,,,,,,,,,,,34.31402320784177,27.23815895930338,0.0,0.0,0.0,0.0,0.0,0.0,31,31,18,90,19.51,0.6793844630435671,2.217117559070451,7.406554549522669,14.654925066021082,16.542665035856135,0,2,1,99.03
2023-06-06,8,0.0,,,,,,,,,,,38.188008669064054,27.091848473229067,0.0,0.0,0.0,0.0,0.0,0.0,27,31,17,0,21.15,0.6784338761074691,2.7204650941037025,6.587230853485668,14.307038109114474,15.09766418460478,0,1,1,102.7
2023-06-06,9,0.0,,,,,,,,,,,38.36950848875351,28.66296853585463,0.0,0.0,0.0,0.0,0.0,0.0,22,41,7,7,22.79,0.6787489271763477,3.359577954744399,6.772352752268736,19.289082618738636,11.01062608901746,2,3,2,94.9
2023-06-06,10,0.0,,,,,,,,,,,35.78997080072458,27.3157770557002,0.0,0.0,0.0,0.0,0.0,0.0,20,29,22,21,24.32,0.6790681976640397,2.8526895096720755,6.495626008661347,15.49911266537732,20.628143595217328,2,4,2,86.21
2023-06-06,11,0.0,,,,,,,,,,,36.206729313371675,27.403307059130977,0.0,0.0,0.0,0.0,0.0,0.0,17,15,12,107,25.64,0.6788373440671661,1.886784102199818,6.448201417716309,12.360896685118847,14.902691534115014,1,3,1,82.0
2023-06-06,12,0.0,,,,,,,,,,,38.77741865883207,28.873928908986912,0.0,0.0,0.0,0.0,0.0,0.0,31,40,24,2,26.65,0.678951938261529,3.363046030850345,7.960428455236835,18.51691558703545,21.524185633202823,3,5,3,76.41
2023-06-06,13,0.0,,,,,,,,,,,38.90136368553643,28.07273967153697,0.0,0.0,0.0,0.0,0.0,0.0,12,40,12,0,29.63,0.6789530284027192,2.2822298744392446,5.136845300872928,19.028315690025565,14.450573650834372,1,2,2,73.26
2023-06-06,14,0.0,,,,,,,,,,,38.482718285222255,26.490925488831568,0.0,0.0,0.0,0.0,0.0,0.0,13,10,11,0,30.06,0.6788911983376573,3.642383348408462,4.712088363410205,8.727011030372795,12.550026942139128,2,1,1,68.5
2023-06-06,15,0.0,,,,,,,,,,,37.03139574524188,28.51938588732588,0.0,0.0,0.0,0.0,0.0,0.0,10,45,20,0,29.73,0.6789081597099303,2.3527898647654046,4.625546933800378,19.95620369287633,18.727909985470237,1,2,2,71.12
2023-06-06,16,0.0,,,,,,,,,,,39.11872063655488,29.24508923027117,0.0,0.0,0.0,0.0,0.0,0.0,48,30,13,0,26.65,0.6789141178170336,4.622327622366178,10.677386219011792,15.391121769933289,14.620720024606674,3,5,2,74.4
2023-06-06,17,0.0,,,,,,,,,,,37.69679864989241,27.433096062738606,0.0,0.0,0.0,0.0,0.0,0.0,34,33,14,100,25.64,0.6789050259291687,2.5260169559943453,7.876671409500798,15.29555123414784,14.1879627370713,1,3,2,84.0
2023-06-06,18,0.0,,,,,,,,,,,36.09410785702637,26.500402763456265,0.0,0.0,0.0,0.0,0.0,0.0,23,34,2,0,24.32,0.6789137957230144,2.9662767129706027,7.478345532998668,18.166430990080517,9.20250427136677,2,3,2,90.38
2023-06-06,19,0.0,,,,,,,,,,,37.9661545644791,26.70694731617016,0.0,0.0,0.0,0.0,0.0,0.0,12,19,16,64,22.79,0.6789141334093426,4.012569306424548,4.897570656090821,12.039048818441335,16.261866453894545,3,2,1,95.0
2023-06-06,20,0.0,,,,,,,,,,,37.318500170312745,26.731557558164983,0.0,0.0,0.0,0.0,0.0,0.0,30,36,8,0,21.15,0.6789114890129565,2.083852187856023,7.984572520955332,17.762329245125322,11.674266583097063,0,3,2,101.11
2023-06-06,21,0.0,,,,,,,,,,,38.81012420861581,28.871258600966524,0.0,0.0,0.0,0.0,0.0,0.0,18,17,7,123,19.51,0.6789124130801789,3.4035611219155646,6.543357343328604,12.485404818986671,11.77939562030659,1,2,1,101.57
2023-06-06,22,0.0,,,,,,,,,,,35.35709893855484,28.499445358348765,0.0,0.0,0.0,0.0,0.0,0.0,29,9,10,23,17.98,0.6789120428797522,4.409499609835111,7.203115010554891,8.25372347486476,11.677462134952885,2,2,0,96.56
2023-06-06,23,0.0,,,,,,,,,,,11.306852986098352,24.7100312579066,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,16.66,0.6789115171952469,1.497828834280997,4.438127771898403,9.102624160338683,14.212366981530971,0,1,0,89.99
2023-06-07,0,0.0,,,,,,,,,,,13.144097133408868,23.675092268643677,0.0,0.0,0.0,0.0,0.0,0.0,10,33,0,797,16.46,0.8028449403070151,1.9783439080928753,3.8601819172045335,14.325012603201928,1.575238087613899,1,1,1,83.0
2023-06-07,1,0.0,,,,,,,,,,,13.821940471101287,21.065900665169092,0.0,0.0,0.0,0.0,0.0,0.0,6,0,4,0,16.12,0.8013024134303801,1.750647113619971,2.103869133846346,2.214075702652815,5.308786737183312,1,1,0,76.2
2023-06-07,2,0.0,,,,,,,,,,,11.072514625194668,18.972320083046217,0.0,0.0,0.0,0.0,0.0,0.0,1,26,9,28,16.0,0.8109419586918911,2.421313918997972,1.303678527751746,11.022241267670312,8.77652628453122,2,0,1,73.99
2023-06-07,3,0.0,,,,,,,,,,,8.295296492016183,19.092689793333697,0.0,0.0,0.0,0.0,0.0,0.0,15,19,0,0,16.12,0.7831285971563036,0.3406848358857715,3.994135918982276,9.368531852056398,1.1359010979562745,0,2,1,68.05
2023-06-07,4,0.0,,,,,,,,,,,10.602208992308084,17.641187586155745,0.0,0.0,0.0,0.0,0.0,0.0,0,24,6,0,16.46,0.784518277538974,1.1724052522767452,2.244807734083232,14.402065284360477,11.35901156202875,0,0,1,65.7
2023-06-07,5,0.0,,,,,,,,,,,12.169264497937467,17.88773529509924,0.0,0.0,0.0,0.0,0.0,0.0,20,14,2,8,17.0,0.7972449068494368,3.671640933619126,7.06119912785481,12.96661990806208,9.885066523214418,2,3,1,70.2
2023-06-07,6,0.0,,,,,,,,,,,14.722201908983976,20.701653034450956,0.0,0.0,0.0,0.0,0.0,0.0,21,20,5,0,17.7,0.7932846120969503,3.863299167661215,7.814822433190914,15.049607865182823,12.261854780755025,2,3,1,74.9
2023-06-07,7,0.0,,,,,,,,,,,35.2418477984638,18.232480235813885,0.0,0.0,0.0,0.0,0.0,0.0,12,7,21,7,18.52,0.7956289401882967,3.810088804788176,5.006307216239299,8.429314778511982,20.393854834179805,2,1,0,95.05
2023-06-07,8,0.0,,,,,,,,,,,36.86432883286089,22.0626618924508,0.0,0.0,0.0,0.0,0.0,0.0,10,31,1,33,19.4,0.7964177013595081,3.837006135483052,5.060850536200919,16.734724396066916,7.5569928483135715,1,1,1,101.11
2023-06-07,9,0.0,,,,,,,,,,,40.35796554168297,27.381331741458418,0.0,0.0,0.0,0.0,0.0,0.0,20,28,16,0,20.28,0.7944476453537052,2.849643621468092,6.290701037374576,14.926948863671326,17.3030055743455,2,3,2,97.69
2023-06-07,10,0.0,,,,,,,,,,,29.80896784099161,25.98477940713938,0.0,0.0,0.0,0.0,0.0,0.0,24,28,7,64,21.1,0.794373071059391,3.7759522551152713,7.297512120553657,15.866853372939868,12.291165919762182,4,4,2,92.83
2023-06-07,11,0.0,,,,,,,,,,,34.957007453952485,27.83168466258449,0.0,0.0,0.0,0.0,0.0,0.0,20,42,8,48,21.8,0.7946291940756709,3.9228464558450407,6.461157296959613,19.96314432054093,12.176756806660716,3,4,3,89.06
2023-06-07,12,0.0,,,,,,,,,,,35.15073190181569,26.339268686140223,0.0,0.0,0.0,0.0,0.0,0.0,25,13,4,0,22.34,0.7944008775004304,2.870212880490631,7.521548873002999,11.18294436017069,9.920347421487843,2,3,1,88.87
2023-06-07,13,0.0,,,,,,,,,,,34.18760741061237,26.48282715266857,0.0,0.0,0.0,0.0,0.0,0.0,42,20,16,0,22.68,0.7946343614534115,5.343007236065914,9.931095989382746,12.823221219738455,17.004817826863917,4,5,1,85.01
2023-06-07,14,0.0,,,,,,,,,,,43.19206226481707,24.418003722233053,0.0,0.0,0.0,0.0,0.0,0.0,16,26,10,54,22.8,0.7947255540708927,3.9507834057730222,5.65218393540601,14.558400666317898,13.185545580796974,3,2,2,80.1
2023-06-07,15,0.0,,,,,,,,,,,35.002112384799325,24.37613763898152,0.0,0.0,0.0,0.0,0.0,0.0,3,12,9,46,22.68,0.7946528552770736,2.3235610443250123,3.400405175256112,9.781219182716836,12.65171479708291,1,1,1,81.1
2023-06-07,16,0.0,,,,,,,,,,,37.32405821549267,26.737933300739847,0.0,0.0,0.0,0.0,0.0,0.0,34,23,13,44,22.34,0.7946587212797882,4.131870645503399,8.09396697371312,12.495391499581029,14.266385759029273,2,3,1,80.35
2023-06-07,17,0.0,,,,,,,,,,,36.92345345328675,25.35322278084978,0.0,0.0,0.0,0.0,0.0,0.0,43,30,11,0,21.8,0.7946492549457911,2.568927530443812,9.750700451549084,15.126685549530489,13.367879004217636,1,4,2,87.92
2023-06-07,18,0.0,,,,,,,,,,,34.75445194336878,24.717058976046825,0.0,0.0,0.0,0.0,0.0,0.0,26,18,0,84,21.1,0.7946274280935041,4.292464543781512,7.384599594632572,12.160231481403514,6.307595618217854,3,4,2,96.72
2023-06-07,19,0.0,,,,,,,,,,,36.71786076443151,26.25924220387141,0.0,0.0,0.0,0.0,0.0,0.0,9,37,8,0,20.28,0.7946378608565682,4.668763557648028,4.65487981635308,18.271895520694738,12.174541494567864,3,2,2,97.74
2023-06-07,20,0.0,,,,,,,,,,,43.90821322768203,26.169152345576496,0.0,0.0,0.0,0.0,0.0,0.0,21,5,16,29,19.4,0.794642574595677,2.6882872216222085,6.349721833209093,7.639730461615988,17.364177252450343,1,2,0,103.25
2023-06-07,21,0.0,,,,,,,,,,,38.46464374752639,26.918615256679363,0.0,0.0,0.0,0.0,0.0,0.0,10,36,3,29,18.52,0.7946417250714277,4.434397908531161,4.510136708209819,17.37021691332064,8.057737422417084,3,1,2,107.36
2023-06-07,22,0.0,,,,,,,,,,,33.5376047129249,27.71294768649269,0.0,0.0,0.0,0.0,0.0,0.0,26,27,3,73,17.7,0.79464410213879,3.9069746051015297,7.796094722088203,15.715517549346828,9.72578029825194,2,2,1,100.5
2023-06-07,23,0.0,,,,,,,,,,,11.541815563699029,22.447115078582264,0.0,0.0,0.0,0.0,0.0,0.0,0,6,4,15,17.0,0.7946434714934539,4.056215116200978,3.630097095086435,10.224746843340167,11.3068101693311,2,0,1,94.9
2023-06-08,0,0.0,,,,,,,,,,,17.900268176237116,20.613441775366184,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,31,16.11,0.5356941711877902,4.298699821571353,2.9775635103077764,4.4547954893379975,4.7269148158136085,3,1,1,93.93
2023-06-08,1,0.0,,,,,,,,,,,15.575233339879762,20.23864773998974,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,16,15.88,0.5373732642407516,1.2629323194629123,1.288617400180053,0.0848722785856561,6.065161138741932,1,1,0,89.26
2023-06-08,2,0.0,,,,,,,,,,,15.950238957811717,19.61399603719592,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,15.8,0.5391993623460974,0.7007767173500763,3.406464357576871,3.063764901147895,2.019154200927063,0,2,0,82.83
2023-06-08,3,0.0,,,,,,,,,,,11.42517116441732,19.414107402653222,0.0,0.0,0.0,0.0,0.0,0.0,8,30,3,1,15.88,0.5403272674441266,0.5205968994778534,2.551078556175157,10.75318305447632,4.700702305297424,1,2,2,74.95
2023-06-08,4,0.0,,,,,,,,,,,16.000239705720332,18.78945801235503,0.0,0.0,0.0,0.0,0.0,0.0,16,11,7,10,16.11,0.539379525945912,1.826184484660439,6.72509109947146,11.283012187146598,12.700734330926329,0,1,1,73.57
2023-06-08,5,0.0,,,,,,,,,,,16.20024270224699,18.71450048545187,0.0,0.0,0.0,0.0,0.0,0.0,13,31,10,0,16.47,0.5383441265030486,2.93822201613019,7.034860279303192,18.609609575350685,15.691657114688796,1,1,1,73.57
2023-06-08,6,0.0,,,,,,,,,,,17.6502644269445,18.114837992525867,0.0,0.0,0.0,0.0,0.0,0.0,0,5,18,59,16.95,0.5384219437580987,3.864540100431764,5.3951314828265025,12.412666040530516,20.417291014793214,2,1,1,89.85
2023-06-08,7,0.0,,,,,,,,,,,48.95073335095009,19.389122262144294,0.0,0.0,0.0,0.0,0.0,0.0,42,42,14,72,17.5,0.5383217820809015,3.6256777465089822,9.318892730227049,18.148149249610785,14.607890571682177,2,3,2,92.78
2023-06-08,8,0.0,,,,,,,,,,,54.47581612464852,17.690075285590353,0.0,0.0,0.0,0.0,0.0,0.0,30,19,31,58,18.1,0.5384465970877717,4.174078234338941,7.676022226138546,12.099430879102924,23.65664776245205,2,2,1,91.4
2023-06-08,9,0.0,,,,,,,,,,,47.25070788155299,17.61511739950248,0.0,0.0,0.0,0.0,0.0,0.0,11,11,12,0,18.7,0.5386054775047694,3.479227505414417,5.889326579651269,11.374202264841747,14.865215758187777,2,3,1,83.76
2023-06-08,10,0.0,,,,,,,,,,,42.1256311016437,19.489066182087484,0.0,0.0,0.0,0.0,0.0,0.0,62,23,19,115,19.25,0.5386112162156403,4.91371692314442,12.810417145732474,15.112638101043952,19.40043048709433,4,7,2,74.64
2023-06-08,11,0.0,,,,,,,,,,,42.20063222525007,18.46464096152894,0.0,0.0,0.0,0.0,0.0,0.0,36,17,29,97,19.73,0.5385842178375535,3.2657614228919316,9.002412626733685,12.834885315252215,23.93308339419811,3,5,2,68.5
2023-06-08,12,0.0,,,,,,,,,,,56.750850208444675,26.635057216694808,0.0,0.0,0.0,0.0,0.0,0.0,27,4,16,0,20.09,0.5385750539070475,6.110998810177976,7.696814043617208,9.070992104732223,16.55890275206223,5,5,2,64.22
2023-06-08,13,0.0,,,,,,,,,,,55.32582885888608,27.784412244076407,0.0,0.0,0.0,0.0,0.0,0.0,54,28,5,218,20.32,0.5385529234844353,4.054432667186142,11.029780546915628,14.657321189682117,9.902931497068488,3,5,2,64.4
2023-06-08,14,0.0,,,,,,,,,,,61.07591500349613,27.984300118768424,0.0,0.0,0.0,0.0,0.0,0.0,56,27,14,22,20.4,0.5385509528510157,2.602459868762205,11.773152440957825,15.627845181409295,15.83035998266909,1,5,1,64.06
2023-06-08,15,0.0,,,,,,,,,,,51.75077529966336,27.834384264339107,0.0,0.0,0.0,0.0,0.0,0.0,29,51,11,0,20.32,0.5385580203028091,2.3966238258051504,7.522445237433281,20.515379780117733,12.859148458860618,1,3,2,67.93
2023-06-08,16,0.0,,,,,,,,,,,54.45081575033073,28.48401982182925,0.0,0.0,0.0,0.0,0.0,0.0,34,42,12,0,20.09,0.5385605434300469,3.8809300940241176,8.561632287660748,19.110924719430997,14.30786126684969,2,3,2,71.17
2023-06-08,17,0.0,,,,,,,,,,,51.02576443811812,29.03371142637528,0.0,0.0,0.0,0.0,0.0,0.0,12,47,30,0,19.73,0.5385621497150616,3.263057123420899,5.847458759213099,20.557890509034305,24.219452182400715,2,2,2,76.1
2023-06-08,18,0.0,,,,,,,,,,,50.8507618163426,27.934328195746247,0.0,0.0,0.0,0.0,0.0,0.0,24,37,3,152,19.25,0.5385626997223892,4.16887249845174,7.675435652251398,18.49265311333263,10.580457201374884,4,5,3,73.52
2023-06-08,19,0.0,,,,,,,,,,,42.27563334870677,26.784972999877947,0.0,0.0,0.0,0.0,0.0,0.0,23,31,15,132,18.7,0.5385614213945459,3.9410693320603034,7.556867251102957,16.8810746657411,17.05149150527146,3,3,2,89.85
2023-06-08,20,0.0,,,,,,,,,,,59.92589777468077,29.333543201343986,0.0,0.0,0.0,0.0,0.0,0.0,34,10,8,110,18.1,0.5385608404755244,3.3645797249574976,8.255022399159824,10.097764335682696,11.79157196042779,1,2,0,98.6
2023-06-08,21,0.0,,,,,,,,,,,52.900792528662336,30.108108656939457,0.0,0.0,0.0,0.0,0.0,0.0,26,23,8,81,17.5,0.5385607941082141,2.6093230494573225,8.549997520036865,15.823215752814065,14.18015485541753,1,3,1,100.55
2023-06-08,22,0.0,,,,,,,,,,,51.05076481266442,29.408501152094345,0.0,0.0,0.0,0.0,0.0,0.0,36,36,19,147,16.95,0.5385607899849614,1.9759832143993337,9.051553585582004,17.720192719594184,18.695553730385708,0,3,1,96.58
2023-06-08,23,0.0,,,,,,,,,,,14.525217608295351,25.78553371833776,0.0,0.0,0.0,0.0,0.0,0.0,19,37,10,2,16.47,0.5385609470045427,2.7480957496734804,7.798535881884728,20.22642007386906,15.753732554258566,1,2,2,91.0
2023-06-09,0,0.0,,,,,,,,,,,14.675219780543118,21.837588355459093,0.0,0.0,0.0,0.0,0.0,0.0,0,22,4,43,15.12,0.1876553249186324,3.462605266168066,1.4419962109393052,10.48118353085683,6.128649310686285,2,0,1,95.0
2023-06-09,1,0.0,,,,,,,,,,,15.425231009563758,18.03974306967652,0.0,0.0,0.0,0.0,0.0,0.0,0,30,1,0,14.66,0.1893299837695535,0.476938634593439,0.0392931350599796,6.523877396430275,0.0999654480465799,1,0,1,89.7
2023-06-09,2,0.0,,,,,,,,,,,14.725220525960124,17.639968446929036,0.0,0.0,0.0,0.0,0.0,0.0,4,0,10,8,14.5,0.1911537507341576,0.0,0.0207563030762256,0.0,1.6823808159997862,0,1,0,79.73
2023-06-09,3,0.0,,,,,,,,,,,11.230168182540194,17.789882461525664,0.0,0.0,0.0,0.0,0.0,0.0,9,7,20,59,14.66,0.1922819035082334,0.1268618813999666,0.1022258558199851,0.0,7.41056384915745,1,1,0,76.0
2023-06-09,4,0.0,,,,,,,,,,,15.100226140962643,19.23905842733081,0.0,0.0,0.0,0.0,0.0,0.0,30,18,0,0,15.12,0.1913371920494168,0.2632261030428779,2.503165950511454,1.9524616698605504,0.0780877365475805,1,2,1,75.8
2023-06-09,5,0.0,,,,,,,,,,,15.250228387589033,17.365124562767097,0.0,0.0,0.0,0.0,0.0,0.0,0,28,21,0,15.86,0.1903050135780494,0.0,0.0,4.617859123091649,8.311562243146883,0,0,1,76.42
2023-06-09,6,0.0,,,,,,,,,,,15.425231009607646,15.716063331485673,0.0,0.0,0.0,0.0,0.0,0.0,6,9,15,33,16.83,0.1903823620867409,0.1285130571029398,0.057814311270923,0.0,5.269092264633209,1,1,1,79.93
2023-06-09,7,0.0,,,,,,,,,,,6.5650983190710965,16.71549423732536,0.0,0.0,0.0,0.0,0.0,0.0,27,10,17,13,17.95,0.1902820000820513,0.0,2.1675008685711097,0.0,6.225089100807709,1,3,1,93.67
2023-06-09,8,0.0,,,,,,,,,,,8.745130967320708,16.615550898890643,0.0,0.0,0.0,0.0,0.0,0.0,4,19,7,0,19.15,0.1904061036430479,0.0,0.0580505179779735,2.874929892064325,1.5601688075376083,0,1,1,93.31
2023-06-09,9,0.0,,,,,,,,,,,9.11263647094445,17.31515310263625,0.0,0.0,0.0,0.0,0.0,0.0,17,0,14,61,20.35,0.1905643446198447,1.5499271968768062,4.061770602793712,1.182417901015198,11.086806889931896,1,2,0,91.31
2023-06-09,10,0.0,,,,,,,,,,,8.470126848892894,18.03974115615076,0.0,0.0,0.0,0.0,0.0,0.0,7,33,0,0,21.48,0.1905701077815003,2.1371437255042793,3.6770453499949705,13.7776851968606,3.7835804012656458,1,1,2,82.26
2023-06-09,11,0.0,,,,,,,,,,,8.677629956462685,18.414528076702695,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,22.44,0.190543350742164,2.5669598818243906,4.393711278933023,3.673167619856799,4.9500014144807345,2,3,1,70.92
2023-06-09,12,0.0,,,,,,,,,,,8.812631978306621,19.189087620496103,0.0,0.0,0.0,0.0,0.0,0.0,8,0,12,117,23.18,0.190534280895161,2.5054057510967938,3.3981192767722215,0.0,11.024490413126138,2,2,0,68.0
2023-06-09,13,0.0,,,,,,,,,,,11.11016638612507,18.68937168502504,0.0,0.0,0.0,0.0,0.0,0.0,21,10,8,102,23.64,0.1905122600727064,0.291355988698883,5.24563694984233,7.1188739712987665,9.001677845265922,0,3,1,67.0
2023-06-09,14,0.0,,,,,,,,,,,14.500217155660035,18.3895422041088,0.0,0.0,0.0,0.0,0.0,0.0,0,35,4,0,23.8,0.19051028194816,0.7060067045913385,0.5985991598926543,13.808028499519263,7.094143837621619,1,0,2,62.4
2023-06-09,15,0.0,,,,,,,,,,,6.477597008666869,18.48948539492331,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,4,23.64,0.1905172890691412,2.023179657918178,3.0757917927737397,9.408150120596453,0.0644028797053128,2,2,1,59.75
2023-06-09,16,0.0,,,,,,,,,,,5.8300873115710115,13.692213517616135,0.0,0.0,0.0,0.0,0.0,0.0,5,11,0,70,23.18,0.1905197869799877,0.8217726042091207,1.6982566992648804,4.869157103100309,0.2835336190628776,1,2,1,59.75
2023-06-09,17,0.0,,,,,,,,,,,5.807586974594615,13.067568737554607,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,4,22.44,0.1905213862689043,0.4219448201998834,1.2762483702390055,0.3320347601815983,0.0640496784517987,1,1,0,63.12
2023-06-09,18,0.0,,,,,,,,,,,8.172622393436933,13.942071420580096,0.0,0.0,0.0,0.0,0.0,0.0,24,0,4,44,21.48,0.1905219371500153,3.4602515051164584,3.292742720808705,0.0,2.358883543973047,3,2,0,72.0
