Time,production_schedule,compressor_consumption,operational_presence,testing_schedule,active_computers,maintenance_status,lightbulbs_active,workload,volume_production_waste,fabric_in_chamber,active_wall_plugs,number_of_workers,heat_index,price_mWh,Hour,efficiency_adjusted_power,technological_centers_consumption
2023-06-07 01:00:00,6,13.821940471101287,1.750647113619971,2.214075702652815,0,0,1,5.308786737183312,4,2.103869133846346,1,0,16.12,76.2,1,0.8013024134303801,21.065900665169092
2023-06-07 02:00:00,1,11.072514625194668,2.421313918997972,11.022241267670312,1,26,2,8.77652628453122,9,1.303678527751746,0,28,16.0,73.99,2,0.8109419586918911,18.972320083046217
2023-06-07 03:00:00,15,8.295296492016183,0.3406848358857715,9.368531852056398,1,19,0,1.1359010979562745,0,3.994135918982276,2,0,16.12,68.05,3,0.7831285971563036,19.092689793333697
2023-06-07 04:00:00,0,10.602208992308084,1.1724052522767452,14.402065284360477,1,24,0,11.35901156202875,6,2.244807734083232,0,0,16.46,65.7,4,0.784518277538974,17.641187586155745
2023-06-07 05:00:00,20,12.169264497937467,3.671640933619126,12.96661990806208,1,14,2,9.885066523214418,2,7.06119912785481,3,8,17.0,70.2,5,0.7972449068494368,17.88773529509924
2023-06-07 06:00:00,21,14.722201908983976,3.863299167661215,15.049607865182823,1,20,2,12.261854780755025,5,7.814822433190914,3,0,17.7,74.9,6,0.7932846120969503,20.701653034450956
2023-06-07 07:00:00,12,35.2418477984638,3.810088804788176,8.429314778511982,0,7,2,20.393854834179805,21,5.006307216239299,1,7,18.52,95.05,7,0.7956289401882967,18.232480235813885
2023-06-07 08:00:00,10,36.86432883286089,3.837006135483052,16.734724396066916,1,31,1,7.5569928483135715,1,5.060850536200919,1,33,19.4,101.11,8,0.7964177013595081,22.0626618924508
2023-06-07 09:00:00,20,40.35796554168297,2.849643621468092,14.926948863671326,2,28,2,17.3030055743455,16,6.290701037374576,3,0,20.28,97.69,9,0.7944476453537052,27.381331741458418
2023-06-07 10:00:00,24,29.80896784099161,3.7759522551152713,15.866853372939868,2,28,4,12.291165919762182,7,7.297512120553657,4,64,21.1,92.83,10,0.794373071059391,25.98477940713938
2023-06-07 11:00:00,20,34.957007453952485,3.9228464558450407,19.96314432054093,3,42,3,12.176756806660716,8,6.461157296959613,4,48,21.8,89.06,11,0.7946291940756709,27.83168466258449
2023-06-07 12:00:00,25,35.15073190181569,2.870212880490631,11.18294436017069,1,13,2,9.920347421487843,4,7.521548873002999,3,0,22.34,88.87,12,0.7944008775004304,26.339268686140223
2023-06-07 13:00:00,42,34.18760741061237,5.343007236065914,12.823221219738455,1,20,4,17.004817826863917,16,9.931095989382746,5,0,22.68,85.01,13,0.7946343614534115,26.48282715266857
2023-06-07 14:00:00,16,43.19206226481707,3.9507834057730222,14.558400666317898,2,26,3,13.185545580796974,10,5.65218393540601,2,54,22.8,80.1,14,0.7947255540708927,24.418003722233053
2023-06-07 15:00:00,3,35.002112384799325,2.3235610443250123,9.781219182716836,1,12,1,12.65171479708291,9,3.400405175256112,1,46,22.68,81.1,15,0.7946528552770736,24.37613763898152
2023-06-07 16:00:00,34,37.32405821549267,4.131870645503399,12.495391499581029,1,23,2,14.266385759029273,13,8.09396697371312,3,44,22.34,80.35,16,0.7946587212797882,26.737933300739847
2023-06-07 17:00:00,43,36.92345345328675,2.568927530443812,15.126685549530489,2,30,1,13.367879004217636,11,9.750700451549084,4,0,21.8,87.92,17,0.7946492549457911,25.35322278084978
2023-06-07 18:00:00,26,34.75445194336878,4.292464543781512,12.160231481403514,2,18,3,6.307595618217854,0,7.384599594632572,4,84,21.1,96.72,18,0.7946274280935041,24.717058976046825
2023-06-07 19:00:00,9,36.71786076443151,4.668763557648028,18.271895520694738,2,37,3,12.174541494567864,8,4.65487981635308,2,0,20.28,97.74,19,0.7946378608565682,26.25924220387141
2023-06-07 20:00:00,21,43.90821322768203,2.6882872216222085,7.639730461615988,0,5,1,17.364177252450343,16,6.349721833209093,2,29,19.4,103.25,20,0.794642574595677,26.169152345576496
2023-06-07 21:00:00,10,38.46464374752639,4.434397908531161,17.37021691332064,2,36,3,8.057737422417084,3,4.510136708209819,1,29,18.52,107.36,21,0.7946417250714277,26.918615256679363
2023-06-07 22:00:00,26,33.5376047129249,3.9069746051015297,15.715517549346828,1,27,2,9.72578029825194,3,7.796094722088203,2,73,17.7,100.5,22,0.79464410213879,27.71294768649269
2023-06-07 23:00:00,0,11.541815563699029,4.056215116200978,10.224746843340167,1,6,2,11.3068101693311,4,3.630097095086435,0,15,17.0,94.9,23,0.7946434714934539,22.447115078582264
2023-06-08 00:00:00,7,17.900268176237116,4.298699821571353,4.4547954893379975,1,0,3,4.7269148158136085,1,2.9775635103077764,1,31,16.11,93.93,0,0.5356941711877902,20.613441775366184
2023-06-08 01:00:00,0,15.575233339879762,1.2629323194629123,0.0848722785856561,0,0,1,6.065161138741932,6,1.288617400180053,1,16,15.88,89.26,1,0.5373732642407516,20.23864773998974
2023-06-08 02:00:00,14,15.950238957811717,0.7007767173500763,3.063764901147895,0,0,0,2.019154200927063,0,3.406464357576871,2,0,15.8,82.83,2,0.5391993623460974,19.61399603719592
2023-06-08 03:00:00,8,11.42517116441732,0.5205968994778534,10.75318305447632,2,30,1,4.700702305297424,3,2.551078556175157,2,1,15.88,74.95,3,0.5403272674441266,19.414107402653222
2023-06-08 04:00:00,16,16.000239705720332,1.826184484660439,11.283012187146598,1,11,0,12.700734330926329,7,6.72509109947146,1,10,16.11,73.57,4,0.539379525945912,18.78945801235503
2023-06-08 05:00:00,13,16.20024270224699,2.93822201613019,18.609609575350685,1,31,1,15.691657114688796,10,7.034860279303192,1,0,16.47,73.57,5,0.5383441265030486,18.71450048545187
2023-06-08 06:00:00,0,17.6502644269445,3.864540100431764,12.412666040530516,1,5,2,20.417291014793214,18,5.3951314828265025,1,59,16.95,89.85,6,0.5384219437580987,18.114837992525867
2023-06-08 07:00:00,42,48.95073335095009,3.6256777465089822,18.148149249610785,2,42,2,14.607890571682177,14,9.318892730227049,3,72,17.5,92.78,7,0.5383217820809015,19.389122262144294
2023-06-08 08:00:00,30,54.47581612464852,4.174078234338941,12.099430879102924,1,19,2,23.65664776245205,31,7.676022226138546,2,58,18.1,91.4,8,0.5384465970877717,17.690075285590353
2023-06-08 09:00:00,11,47.25070788155299,3.479227505414417,11.374202264841747,1,11,2,14.865215758187777,12,5.889326579651269,3,0,18.7,83.76,9,0.5386054775047694,17.61511739950248
2023-06-08 10:00:00,62,42.1256311016437,4.91371692314442,15.112638101043952,2,23,4,19.40043048709433,19,12.810417145732474,7,115,19.25,74.64,10,0.5386112162156403,19.489066182087484
2023-06-08 11:00:00,36,42.20063222525007,3.2657614228919316,12.834885315252215,2,17,3,23.93308339419811,29,9.002412626733685,5,97,19.73,68.5,11,0.5385842178375535,18.46464096152894
2023-06-08 12:00:00,27,56.750850208444675,6.110998810177976,9.070992104732223,2,4,5,16.55890275206223,16,7.696814043617208,5,0,20.09,64.22,12,0.5385750539070475,26.635057216694808
2023-06-08 13:00:00,54,55.32582885888608,4.054432667186142,14.657321189682117,2,28,3,9.902931497068488,5,11.029780546915628,5,218,20.32,64.4,13,0.5385529234844353,27.784412244076407
2023-06-08 14:00:00,56,61.07591500349613,2.602459868762205,15.627845181409295,1,27,1,15.83035998266909,14,11.773152440957825,5,22,20.4,64.06,14,0.5385509528510157,27.984300118768424
2023-06-08 15:00:00,29,51.75077529966336,2.3966238258051504,20.515379780117733,2,51,1,12.859148458860618,11,7.522445237433281,3,0,20.32,67.93,15,0.5385580203028091,27.834384264339107
2023-06-08 16:00:00,34,54.45081575033073,3.8809300940241176,19.110924719430997,2,42,2,14.30786126684969,12,8.561632287660748,3,0,20.09,71.17,16,0.5385605434300469,28.48401982182925
2023-06-08 17:00:00,12,51.02576443811812,3.263057123420899,20.557890509034305,2,47,2,24.219452182400715,30,5.847458759213099,2,0,19.73,76.1,17,0.5385621497150616,29.03371142637528
2023-06-08 18:00:00,24,50.8507618163426,4.16887249845174,18.49265311333263,3,37,4,10.580457201374884,3,7.675435652251398,5,152,19.25,73.52,18,0.5385626997223892,27.934328195746247
2023-06-08 19:00:00,23,42.27563334870677,3.9410693320603034,16.8810746657411,2,31,3,17.05149150527146,15,7.556867251102957,3,132,18.7,89.85,19,0.5385614213945459,26.784972999877947
2023-06-08 20:00:00,34,59.92589777468077,3.3645797249574976,10.097764335682696,0,10,1,11.79157196042779,8,8.255022399159824,2,110,18.1,98.6,20,0.5385608404755244,29.333543201343986
2023-06-08 21:00:00,26,52.900792528662336,2.6093230494573225,15.823215752814065,1,23,1,14.18015485541753,8,8.549997520036865,3,81,17.5,100.55,21,0.5385607941082141,30.108108656939457
2023-06-08 22:00:00,36,51.05076481266442,1.9759832143993337,17.720192719594184,1,36,0,18.695553730385708,19,9.051553585582004,3,147,16.95,96.58,22,0.5385607899849614,29.408501152094345
2023-06-08 23:00:00,19,14.525217608295351,2.7480957496734804,20.22642007386906,2,37,1,15.753732554258566,10,7.798535881884728,2,2,16.47,91.0,23,0.5385609470045427,25.78553371833776
2023-06-09 00:00:00,0,14.675219780543118,3.462605266168066,10.48118353085683,1,22,2,6.128649310686285,4,1.4419962109393052,0,43,15.12,95.0,0,0.1876553249186324,21.837588355459093
2023-06-09 01:00:00,0,15.425231009563758,0.476938634593439,6.523877396430275,1,30,1,0.0999654480465799,1,0.0392931350599796,0,0,14.66,89.7,1,0.1893299837695535,18.03974306967652
2023-06-09 02:00:00,4,14.725220525960124,0.0,0.0,0,0,0,1.6823808159997862,10,0.0207563030762256,1,8,14.5,79.73,2,0.1911537507341576,17.639968446929036
2023-06-09 03:00:00,9,11.230168182540194,0.1268618813999666,0.0,0,7,1,7.41056384915745,20,0.1022258558199851,1,59,14.66,76.0,3,0.1922819035082334,17.789882461525664
2023-06-09 04:00:00,30,15.100226140962643,0.2632261030428779,1.9524616698605504,1,18,1,0.0780877365475805,0,2.503165950511454,2,0,15.12,75.8,4,0.1913371920494168,19.23905842733081
2023-06-09 05:00:00,0,15.250228387589033,0.0,4.617859123091649,1,28,0,8.311562243146883,21,0.0,0,0,15.86,76.42,5,0.1903050135780494,17.365124562767097
2023-06-09 06:00:00,6,15.425231009607646,0.1285130571029398,0.0,1,9,1,5.269092264633209,15,0.057814311270923,1,33,16.83,79.93,6,0.1903823620867409,15.716063331485673
2023-06-09 07:00:00,27,6.5650983190710965,0.0,0.0,1,10,1,6.225089100807709,17,2.1675008685711097,3,13,17.95,93.67,7,0.1902820000820513,16.71549423732536
2023-06-09 08:00:00,4,8.745130967320708,0.0,2.874929892064325,1,19,0,1.5601688075376083,7,0.0580505179779735,1,0,19.15,93.31,8,0.1904061036430479,16.615550898890643
2023-06-09 09:00:00,17,9.11263647094445,1.5499271968768062,1.182417901015198,0,0,1,11.086806889931896,14,4.061770602793712,2,61,20.35,91.31,9,0.1905643446198447,17.31515310263625
2023-06-09 10:00:00,7,8.470126848892894,2.1371437255042793,13.7776851968606,2,33,1,3.7835804012656458,0,3.6770453499949705,1,0,21.48,82.26,10,0.1905701077815003,18.03974115615076
2023-06-09 11:00:00,14,8.677629956462685,2.5669598818243906,3.673167619856799,1,0,2,4.9500014144807345,0,4.393711278933023,3,0,22.44,70.92,11,0.190543350742164,18.414528076702695
2023-06-09 12:00:00,8,8.812631978306621,2.5054057510967938,0.0,0,0,2,11.024490413126138,12,3.3981192767722215,2,117,23.18,68.0,12,0.190534280895161,19.189087620496103
2023-06-09 13:00:00,21,11.11016638612507,0.291355988698883,7.1188739712987665,1,10,0,9.001677845265922,8,5.24563694984233,3,102,23.64,67.0,13,0.1905122600727064,18.68937168502504
2023-06-09 14:00:00,0,14.500217155660035,0.7060067045913385,13.808028499519263,2,35,1,7.094143837621619,4,0.5985991598926543,0,0,23.8,62.4,14,0.19051028194816,18.3895422041088
2023-06-09 15:00:00,0,6.477597008666869,2.023179657918178,9.408150120596453,1,14,2,0.0644028797053128,0,3.0757917927737397,2,4,23.64,59.75,15,0.1905172890691412,18.48948539492331
2023-06-09 16:00:00,5,5.8300873115710115,0.8217726042091207,4.869157103100309,1,11,1,0.2835336190628776,0,1.6982566992648804,2,70,23.18,59.75,16,0.1905197869799877,13.692213517616135
2023-06-09 17:00:00,8,5.807586974594615,0.4219448201998834,0.3320347601815983,0,1,1,0.0640496784517987,0,1.2762483702390055,1,4,22.44,63.12,17,0.1905213862689043,13.067568737554607
2023-06-09 18:00:00,24,8.172622393436933,3.4602515051164584,0.0,0,0,3,2.358883543973047,4,3.292742720808705,2,44,21.48,72.0,18,0.1905219371500153,13.942071420580096
2023-06-09 19:00:00,0,8.147622019014886,0.4739305955825093,0.0,0,0,1,0.0638204064320846,0,0.0516049157987708,0,39,20.35,92.6,19,0.1905206710476521,13.76717087738858
2023-06-09 20:00:00,23,8.695130218524556,0.989055231550496,0.0,0,0,1,0.0639015402966365,0,3.264502381823987,2,0,19.15,104.43,20,0.1905200956636505,13.667227717582977
2023-06-09 21:00:00,0,9.082636021821305,0.8213991446954199,0.9422536274011616,0,3,1,11.513427112162915,21,0.0522261183320649,0,43,17.95,104.12,21,0.1905200488853825,14.541730407558427
2023-06-09 22:00:00,21,8.682630031325537,0.5452444933079021,5.341234813209625,1,20,1,4.674401930489048,8,2.9443045699107016,2,0,16.83,102.52,22,0.1905200437015051,14.991474646557126
2023-06-09 23:00:00,14,6.005089932401563,0.0,1.527404215103557,1,5,1,4.756226696564494,9,1.8713517662575343,2,33,15.86,100.26,23,0.1905201989490309,15.341275720356547
2023-06-10 00:00:00,0,6.085091099426219,0.5701555571249917,1.785041404998026,1,7,1,12.260734755914497,24,0.0,1,2,16.86,91.99,0,0.160380709822785,19.064014903577274
2023-06-10 01:00:00,6,3.0175451747746735,0.1091379063490902,6.170904478055274,1,23,0,3.001296834443826,6,0.8374385359342327,2,0,16.37,90.03,1,0.1587092823544034,18.889111559433506
2023-06-10 02:00:00,0,2.902543453081051,0.1334596697536711,1.5380972907985884,1,5,0,0.0,0,0.0346626834469032,1,0,16.2,89.06,2,0.1568870442370871,16.41553558715593
2023-06-10 03:00:00,11,3.090046259779795,0.1402047509445583,0.0309329080773752,0,0,0,0.0,0,1.4719718802814483,1,15,16.37,89.06,3,0.1557584893745823,16.665390827893
2023-06-10 04:00:00,0,2.9900447628167783,0.2128278498053692,0.0,0,0,1,3.102928562437252,6,0.0672481949876111,1,2,16.86,89.36,4,0.1567008190568589,17.964641828411427
2023-06-10 05:00:00,0,3.355050227216437,2.5773258661123313,8.26234358550406,1,30,3,0.0,0,0.0293500983539176,0,0,17.64,91.31,5,0.1577306848262621,18.01461343990363
2023-06-10 06:00:00,22,3.05754577362048,0.0793291782641358,2.0665026728612848,1,7,0,0.0,0,2.955625097717182,2,0,18.65,91.99,6,0.1576537484171828,17.639830631000873
2023-06-10 07:00:00,0,2.982544650612245,0.9445133944671538,0.0228688142575763,0,0,2,0.0,0,0.0587095036147913,1,0,19.83,90.03,7,0.1577543132938549,16.465506834307487
2023-06-10 08:00:00,14,3.3525501898439303,0.0919093730819247,0.0,0,0,0,0.3462667585392587,1,1.864701095233027,2,0,21.1,90.0,8,0.1576307547283795,16.09072274218401
2023-06-10 09:00:00,0,3.300049403819394,0.0849658253978289,5.113971233487188,1,19,0,2.968508249955484,6,0.0483497425339376,0,27,22.37,81.0,9,0.1574729659051537,16.390549933019347
2023-06-10 10:00:00,26,2.9475441266557008,1.313904787761731,0.0,0,0,2,0.9825267227610036,2,3.614372056473444,3,158,23.55,68.0,10,0.157467163046755,15.241212691792985
2023-06-10 11:00:00,0,3.127546821412063,0.2146874794622661,7.487790664159664,1,27,1,3.2939447133500463,6,0.0422465170520762,0,0,24.56,66.4,11,0.1574937355171195,15.066313575527657
2023-06-10 12:00:00,0,2.9550442389526363,0.0960972300465796,0.0,0,0,0,6.797361467063853,13,0.0480483564094702,0,0,25.34,63.12,12,0.1575027339091036,15.29118394229192
2023-06-10 13:00:00,24,2.860042816682202,0.0927298713675297,5.860797189858359,1,21,0,0.0,0,3.3402018351341516,2,0,25.83,66.4,13,0.1575246788363512,15.116284686425244
2023-06-10 14:00:00,0,2.9450440892163767,0.876077702236403,2.0807506923709695,1,7,2,9.750719492456232,19,0.044364048496754,1,111,26.0,66.4,14,0.1575266671662626,15.416111830486797
2023-06-10 15:00:00,25,3.180047607367163,0.0912348031781882,0.6414020596007115,0,2,0,0.7602273069649366,1,3.4919560442268462,2,0,25.83,57.12,15,0.1575197053899136,13.56717785471858
2023-06-10 16:00:00,15,3.3100495535954706,0.3876913142640175,0.0,0,0,1,3.3175728472769377,6,2.0208782377228944,2,97,25.34,57.12,16,0.1575172255463525,13.417264296270927
2023-06-10 17:00:00,0,3.355050227278692,0.1952897730298826,7.669848318676532,1,28,1,0.0,0,0.0459275431484165,1,16,24.56,60.0,17,0.1575156305620931,13.5921634554284
2023-06-10 18:00:00,0,2.7175406833477984,0.0912137922389781,2.9881367983629636,1,11,0,5.607255926607179,11,0.0460046722495712,0,56,23.55,74.97,18,0.1575150781569842,12.917552396854555
2023-06-10 19:00:00,0,2.850042666983005,2.4810047216714106,0.0,0,0,3,3.614491555544043,7,0.1031451321566845,1,162,22.37,86.16,19,0.1575163351716395,12.992509175100931
2023-06-10 20:00:00,2,3.2375484681999156,0.8337318976369039,0.0,0,0,1,5.101253948538445,10,0.3542976560878426,1,0,21.1,95.0,20,0.1575169067093243,14.79147198892074
2023-06-10 21:00:00,19,3.3750505266943382,0.0920956319741002,0.8709214466558164,0,3,0,0.2053765034829542,0,2.581572985736647,2,78,19.83,110.0,21,0.157516953960159,15.665967801710565
2023-06-10 22:00:00,25,3.277549067036383,0.3450772554533881,0.1656829597209153,0,0,1,0.0,0,3.462718932719242,3,0,18.65,111.81,22,0.1575169600401124,16.5154780169687
2023-06-10 23:00:00,0,3.270048954752752,0.0914221060749593,0.0,0,0,0,1.6095313476528186,3,0.0456295232707273,0,0,17.64,103.64,23,0.1575168061054729,16.740348366739717
2023-06-11 00:00:00,11,3.145047067343973,0.853156591804243,0.1725971825630434,1,0,1,0.0025292487222066,0,1.502570734932989,1,0,16.92,90.59,0,0.5084195300170623,16.81517485859034
2023-06-11 01:00:00,12,3.1225467299319236,0.4068004010123172,2.252049064385224,0,0,0,3.194759464897741,0,3.75577910336418,2,252,16.38,89.06,1,0.5067525359933904,17.3148789903272
2023-06-11 02:00:00,16,3.0000448966138324,1.3199153037106224,5.431759983102671,0,0,0,6.350245794841792,1,5.228888250441104,2,225,16.2,89.65,2,0.5049326341546203,17.189950032806333
2023-06-11 03:00:00,8,3.127546804368115,1.9848492692050033,8.349977220227702,1,10,1,14.341060968816857,17,4.108937783509253,1,0,16.38,89.36,3,0.5038038424926861,16.04062128125979
2023-06-11 04:00:00,0,3.4150511070617378,3.9859750371253,17.18059370631315,1,23,2,11.51257517530594,2,1.9962522517275725,0,1,16.92,85.75,4,0.5047431568291246,16.540329243166138
2023-06-11 05:00:00,0,33.275497976256304,2.2503400162902696,16.15823400847062,1,14,0,13.982218712323691,2,6.550753037347802,1,86,17.78,89.06,5,0.5057698118972379,17.96449699967965
2023-06-11 06:00:00,0,23.44785090481564,3.114277469916872,11.088636753932784,0,2,1,12.954489327391494,5,4.651115481651724,0,26,18.9,89.65,6,0.5056933378711959,20.01330044955543
2023-06-11 07:00:00,23,54.17581075544039,3.2271373069133658,14.925076528413683,1,29,1,8.579254167257194,2,7.111508932315903,2,45,20.2,88.5,7,0.5057940982001848,17.939511872623054
2023-06-11 08:00:00,37,53.6008021504547,3.03753888697162,14.115529666996515,1,22,1,14.013124576091244,11,9.501794454401391,3,0,21.6,75.0,8,0.505671245657093,18.339277950825856
2023-06-11 09:00:00,29,57.725863882174735,5.614719861846225,9.089184403206213,1,3,4,14.371496963721214,12,8.238049102717579,3,0,23.0,57.01,9,0.5055140933602646,20.71289029631947
2023-06-11 10:00:00,38,48.225721711162144,4.2130951618739605,15.84677250307817,2,25,4,10.416141054858253,3,9.98637048170042,6,0,24.3,50.61,10,0.5055082675454832,26.484516121408554
2023-06-11 11:00:00,30,38.22557205616264,2.4840374030244883,21.325923861742208,3,51,2,9.58218219614954,3,8.244974339698699,4,0,25.42,70.0,11,0.5055346014874585,27.184107198214296
2023-06-11 12:00:00,6,50.27575239069524,4.699347863296918,14.340407510568616,1,25,3,12.12055532770042,9,4.949323872020034,2,0,26.28,70.0,12,0.5055435068118613,27.35900497412895
2023-06-11 13:00:00,0,53.40079915720816,5.959351556329307,8.003795547781996,1,1,5,14.262573907174623,12,2.433538391334624,2,0,27.48,70.0,13,0.5055653427288154,26.609443025450037
2023-06-11 14:00:00,26,54.52581599357777,4.769541531790669,14.143143930205774,1,23,3,12.06584587445703,8,7.774303325052372,3,0,27.67,69.4,14,0.5055673380871039,26.40955990258897
2023-06-11 15:00:00,32,50.0007482746531,2.162190545108273,9.272663429255113,1,15,1,9.76996329373469,9,7.017135745942063,3,0,27.48,45.0,15,0.5055604358573068,27.558888000898545
2023-06-11 16:00:00,13,53.475800279986665,3.213737046606706,17.261494938920606,2,40,1,14.877181211097763,15,5.456208796730394,1,148,26.28,45.0,16,0.5055579809361025,25.659998183555047
2023-06-11 17:00:00,0,53.00079317127832,5.060857333496536,16.197036339268276,2,33,4,16.047327934325466,16,4.10430861530574,2,0,25.42,54.0,17,0.5055563929729231,27.109150947280604
2023-06-11 18:00:00,21,59.7508941883883,3.0812455462097645,13.625619539915624,2,28,2,14.55470094747568,16,6.140634792539856,3,193,24.3,69.7,18,0.505555839800158,27.908683499295677
2023-06-11 19:00:00,25,49.500740791958656,4.251706906188747,13.010015037566674,1,21,2,11.968150646927684,9,7.240954204385641,2,5,23.0,93.46,19,0.5055570847717432,28.358420553216668
2023-06-11 20:00:00,45,52.7507894298847,4.516080539986243,13.21519964181909,1,30,2,16.11152070242862,21,8.862246529774644,3,106,21.6,105.14,20,0.5055576508394948,26.109735232007672
2023-06-11 21:00:00,34,52.55078643677698,2.7503030978059115,13.910408077426585,1,29,1,12.98205357234997,13,7.814632949767061,2,100,20.2,111.99,21,0.5055576984722716,28.733201456459316
2023-06-11 22:00:00,58,56.75084929189358,3.635837787057002,10.918181996122382,1,20,1,9.190716159301754,7,10.728319085868891,4,0,18.9,111.81,22,0.5055577055770629,29.70763176586256
2023-06-11 23:00:00,0,18.42527573925062,0.1412299539871122,7.574418882580831,0,0,0,16.700972384134523,15,4.79407308721556,1,0,17.78,103.53,23,0.5055575533839796,20.53799269081081
2023-06-12 00:00:00,27,16.42524572449933,0.7890194089854159,12.396791250621844,1,29,0,8.421413646897426,8,6.045810242627471,2,0,16.94,94.33,0,0.856458336368986,18.788865484867426
2023-06-12 01:00:00,13,18.200272275227977,1.193818502971688,5.3975150222894435,1,8,1,5.098206596410377,5,3.008775874524108,1,40,16.39,85.08,1,0.8547957756730422,19.563401963733988
2023-06-12 02:00:00,21,16.025239736638653,0.1876973323327335,7.528216177469385,1,16,0,0.0,0,4.248200753303374,2,8,16.2,85.02,2,0.8529782130325665,19.48844409080681
2023-06-12 03:00:00,4,16.250243100849083,3.02621493042009,7.740161261486211,1,16,3,2.634011824060136,0,1.8508222573655095,1,0,16.39,81.63,3,0.8518491905702982,18.688917344003137
2023-06-12 04:00:00,27,16.37524497149675,1.4293528422401662,13.436481779941188,1,18,0,19.26002744114836,21,7.322799748491706,2,24,16.94,83.95,4,0.8527854977538339,19.613369300984676
2023-06-12 05:00:00,16,16.35024459770093,2.7322635752517637,10.03586734212725,0,0,1,6.902441701095021,0,6.938880283595144,2,43,17.81,95.0,5,0.8538089478247092,19.113666100576467
2023-06-12 06:00:00,3,19.100285739441848,3.42469986613306,7.907126691579101,0,0,1,12.068152151085703,4,5.440441922539014,1,145,18.95,104.81,6,0.8537329327407895,17.039896920201144
2023-06-12 07:00:00,29,53.300797374241995,4.886979822382513,13.424593266420938,1,24,2,13.676230609454452,15,6.692781723064806,1,48,20.28,107.75,7,0.8538338858438098,20.58779229587544
2023-06-12 08:00:00,25,53.05079363438211,2.1081766581136816,17.560175234014263,1,38,0,15.075997893520672,16,6.346082133147286,1,43,21.7,104.74,8,0.8537117362695925,18.039303238230755
2023-06-12 09:00:00,34,52.02577829941144,4.70197298187748,12.972960911834107,1,19,3,8.193073471293895,3,7.828431693538171,3,69,23.12,103.26,9,0.853555218818652,21.412303232706044
2023-06-12 10:00:00,10,49.62574239621208,3.567308606506054,14.81349854955211,2,24,3,14.853763523833734,15,4.7671763566196566,3,0,24.45,95.0,10,0.8535493708412917,25.235036659944885
2023-06-12 11:00:00,23,42.22563169126904,2.5977358990510404,25.78049532665411,3,62,2,7.604430263257672,0,6.954511531860537,3,0,25.59,90.48,11,0.8535754678209883,26.384355246072612
2023-06-12 12:00:00,28,59.77589424179309,4.021676595300594,8.154868465949598,0,0,2,14.418844111134987,12,7.718690695615674,3,10,26.46,87.17,12,0.8535842806583538,28.682992285694517
2023-06-12 13:00:00,18,52.200780918135465,3.753161522708472,12.947403552039184,1,8,2,11.542438966340663,4,6.989655010399972,2,103,28.09,83.34,13,0.8536060079159841,28.83290320731704
2023-06-12 14:00:00,40,60.025897981266965,2.9044961217267797,24.26700619807422,3,55,1,10.454554570190831,4,9.404486123969658,4,118,28.42,81.1,14,0.8536080100556042,26.659192151525357
2023-06-12 15:00:00,36,45.200676197415355,3.5521038094722774,15.783953210597048,1,27,2,16.949828303209827,18,8.313356054685581,3,0,28.17,78.7,15,0.8536011669323141,27.40874773764768
2023-06-12 16:00:00,24,52.90079139058021,3.1008838272762747,12.819183506084745,1,15,1,12.835062292902933,10,6.80357440789398,2,82,26.46,79.18,16,0.8535987367631995,26.884058875707883
2023-06-12 17:00:00,32,62.25093126762946,3.6568612332968256,21.329677082389768,3,52,3,15.786733953455304,18,7.346486433255603,3,0,25.59,87.06,17,0.8535971558301938,28.03337737130415
2023-06-12 18:00:00,33,59.07588376925338,4.209354226445762,16.52332905351957,2,34,3,16.003763674270843,18,7.532554059371254,3,74,24.45,92.91,18,0.8535966019464035,28.03337736047024
2023-06-12 19:00:00,31,42.27563243910937,5.107100273307795,14.785355952901602,2,23,4,18.927728130745713,22,7.748854845902478,3,65,23.12,95.0,19,0.853597834977881,28.408155119977227
2023-06-12 20:00:00,0,60.350902843374094,2.304471125954695,16.900109558581935,1,31,0,9.229558454512691,3,3.398242190109648,0,0,21.7,108.3,20,0.8535983956139415,26.93402922620608
2023-06-12 21:00:00,26,62.35093276360828,5.581938635941891,13.150682732450568,1,24,3,17.35230954200303,22,6.290808756362007,2,116,20.28,116.93,21,0.8535984436134959,27.95842180842731
2023-06-12 22:00:00,6,52.77578952047372,1.599716679379791,11.537582808162488,1,14,0,13.8746687190919,14,4.02394752298119,1,163,18.95,107.03,22,0.8535984517234729,30.981629170168375
2023-06-12 23:00:00,32,17.67526442015687,3.099206454768937,14.369261335292125,1,14,1,11.371016716875909,4,8.790719660867909,3,16,17.81,98.12,23,0.8535983012546293,26.034562574493027
2023-06-13 00:00:00,37,11.481881150084362,2.9793580282445697,4.560227351253333,0,0,2,3.1318928235443844,0,5.108166288012689,3,8,15.44,102.3,0,0.5789615912174216,17.67438451057063
2023-06-13 01:00:00,3,14.36003045800337,1.4315781555121774,5.182787428344174,1,8,1,8.327597126019604,8,2.0566385598425807,1,70,15.04,99.95,1,0.578147809402505,18.173680709897727
2023-06-13 02:00:00,9,10.735882923539751,0.741130640496777,7.226378373889427,1,14,1,2.3851342142284455,0,3.864515095290692,2,0,14.9,99.95,2,0.57526802169212,18.693214186597015
2023-06-13 03:00:00,6,12.015119480853446,1.1402456775693035,9.426806613906914,2,19,2,8.251679533108343,7,3.237199374589795,2,0,15.04,99.95,3,0.58677616374878,18.099466295981625
