Time,03 Chiller Group_Electric_Active Energy (kWh),outdoor_temp,outdoor_humidity,heat_index,Chiller Group_Electric_Power Factor (real)(efficiency),set_point,num_active_chiller
2022-09-09 06:00:00,110.25,20.78,0.47,20.78,0.621,19,2
2022-09-09 07:00:00,121.95,22.31,0.46,22.31,0.758,19,2
2022-09-09 08:00:00,118.425,23.95,0.46,23.95,0.5885,20,3
2022-09-09 09:00:00,111.275,25.59,0.45,25.59,0.61025,20,4
2022-09-09 10:00:00,172.75,27.12,0.45,27.23,0.7837500000000001,21,5
2022-09-09 11:00:00,139.425,28.44,0.44,28.39,0.8140000000000001,21,5
2022-09-09 12:00:00,130.45,29.45,0.44,29.51,0.84975,22,6
2022-09-09 13:00:00,140.25,30.08,0.43,30.15,0.7735000000000001,22,6
2022-09-09 14:00:00,101.75,30.3,0.43,30.43,0.89575,22,6
2022-09-09 15:00:00,104.0,30.08,0.42,30.02,0.89875,22,6
2022-09-09 16:00:00,102.75,29.45,0.41,29.18,0.09975,22,6
2022-09-09 17:00:00,96.325,28.44,0.41,28.14,0.11,21,5
2022-09-09 18:00:00,176.0,27.12,0.4,26.95,0.5915,21,5
2022-09-09 19:00:00,129.825,25.59,0.4,25.59,0.585,20,4
2022-09-09 20:00:00,89.225,23.95,0.39,23.95,0.582,20,3
2022-09-09 21:00:00,105.975,22.31,0.39,22.31,0.578,19,2
2022-09-09 22:00:00,67.385,20.78,0.38,20.78,0.6427499999999999,19,2
2022-09-09 23:00:00,40.465,19.46,0.38,19.46,0.93525,18,1
2022-09-10 00:00:00,17.5425,20.0,0.37,20.0,0.9295,19,1
2022-09-10 01:00:00,18.35,19.33,0.37,19.33,0.5700000000000001,18,1
2022-09-10 02:00:00,28.225,19.1,0.37,19.1,0.5725,18,1
2022-09-10 03:00:00,29.410000000000004,19.33,0.37,19.33,0.7135,18,1
2022-09-10 04:00:00,17.8425,20.0,0.37,20.0,0.93,19,1
2022-09-10 05:00:00,16.5175,21.06,0.37,21.06,0.5625,19,2
2022-09-10 06:00:00,22.255000000000003,22.45,0.37,22.45,0.9335,19,3
2022-09-10 07:00:00,21.0375,24.07,0.37,24.07,0.3525,20,3
2022-09-10 08:00:00,0.94,25.8,0.37,25.8,1.0,20,4
2022-09-10 09:00:00,7.7025,27.53,0.37,27.1,0.785,21,5
2022-09-10 10:00:00,0.95,29.15,0.37,28.5,1.0,21,5
2022-09-10 11:00:00,7.7475,30.54,0.37,29.96,0.785,22,6
2022-09-10 12:00:00,12.3525,31.6,0.37,31.25,0.785,22,7
2022-09-10 13:00:00,53.075,32.27,0.37,32.14,0.1425,22,7
2022-09-10 14:00:00,47.65,32.5,0.37,32.46,0.1325,23,7
2022-09-10 15:00:00,43.625,32.27,0.37,32.14,0.135,22,7
2022-09-10 16:00:00,49.075,31.6,0.37,31.25,0.1375,22,7
2022-09-10 17:00:00,48.95,30.54,0.37,29.96,0.135,22,6
2022-09-10 18:00:00,42.025,29.15,0.37,28.5,0.1375,21,5
2022-09-10 19:00:00,32.8375,27.53,0.37,27.1,0.3475,21,5
2022-09-10 20:00:00,40.4,25.8,0.37,25.8,0.14,20,4
2022-09-10 21:00:00,24.69,24.07,0.37,24.07,0.3575,20,3
2022-09-10 22:00:00,7.5975,22.45,0.37,22.45,0.785,19,3
2022-09-10 23:00:00,18.1775,21.06,0.37,21.06,0.5725,19,2
2022-09-11 00:00:00,11.6675,20.73,0.37,20.73,0.7875,19,2
2022-09-11 01:00:00,13.0,20.04,0.38,20.04,0.5625,19,1
2022-09-11 02:00:00,18.025,19.8,0.38,19.8,0.5700000000000001,19,1
2022-09-11 03:00:00,11.44,20.04,0.38,20.04,0.7875,19,1
2022-09-11 04:00:00,18.102500000000003,20.73,0.38,20.73,0.5700000000000001,19,2
2022-09-11 05:00:00,18.05,21.84,0.38,21.84,0.5700000000000001,19,2
2022-09-11 06:00:00,7.45,23.28,0.38,23.28,0.785,20,3
2022-09-11 07:00:00,11.49,24.95,0.39,24.95,0.7875,20,4
2022-09-11 08:00:00,11.4575,26.75,0.39,26.64,0.785,21,4
2022-09-11 09:00:00,7.5125,28.55,0.39,28.09,0.7825,21,5
2022-09-11 10:00:00,11.6325,30.22,0.39,29.83,0.785,22,6
2022-09-11 11:00:00,7.625,31.66,0.4,31.8,0.785,22,7
2022-09-11 12:00:00,18.425,32.77,0.4,33.42,0.5700000000000001,23,8
2022-09-11 13:00:00,0.9525,33.46,0.4,34.52,1.0,23,8
2022-09-11 14:00:00,12.2925,33.7,0.4,34.92,0.785,23,8
2022-09-11 15:00:00,30.542499999999997,33.46,0.4,34.52,0.3575,23,8
2022-09-11 16:00:00,33.2425,32.77,0.4,33.42,0.35,23,8
2022-09-11 17:00:00,21.9375,31.66,0.41,31.97,0.3575,22,7
2022-09-11 18:00:00,19.2,30.22,0.41,30.07,0.5700000000000001,22,6
2022-09-11 19:00:00,12.035,28.55,0.41,28.25,0.785,21,5
2022-09-11 20:00:00,14.45,26.75,0.41,26.73,0.5700000000000001,21,4
2022-09-11 21:00:00,11.7425,24.95,0.42,24.95,0.785,20,4
2022-09-11 22:00:00,11.6675,23.28,0.42,23.28,0.785,20,3
2022-09-11 23:00:00,7.4175,21.84,0.42,21.84,0.785,19,2
2022-09-12 00:00:00,18.1,22.63,0.42,22.63,0.5700000000000001,19,3
2022-09-12 01:00:00,0.9675,22.31,0.43,22.31,1.0,19,2
2022-09-12 02:00:00,7.4225,22.2,0.44,22.2,0.785,19,2
2022-09-12 03:00:00,11.2375,22.31,0.45,22.31,0.785,19,2
2022-09-12 04:00:00,7.035,22.63,0.47,22.63,0.785,19,3
2022-09-12 05:00:00,0.94,23.14,0.48,23.14,1.0,20,3
2022-09-12 06:00:00,7.1975,23.8,0.49,23.8,0.7825,20,3
2022-09-12 07:00:00,11.15,24.57,0.5,24.57,0.785,20,3
2022-09-12 08:00:00,24.4575,25.4,0.51,25.4,0.3525,20,4
2022-09-12 09:00:00,14.365,26.23,0.52,26.23,0.565,21,4
2022-09-12 10:00:00,52.8,27.0,0.53,27.6,0.14,21,5
2022-09-12 11:00:00,52.985,27.66,0.54,28.41,0.355,21,5
2022-09-12 12:00:00,63.0625,28.17,0.55,29.14,0.35,22,6
2022-09-12 13:00:00,54.1,28.49,0.56,29.7,0.14,22,6
2022-09-12 14:00:00,72.775,28.6,0.58,30.11,0.14,22,6
2022-09-12 15:00:00,70.5,28.49,0.59,30.07,0.1375,22,6
2022-09-12 16:00:00,85.80000000000001,28.17,0.6,29.7,0.14,22,6
2022-09-12 17:00:00,72.75,27.66,0.61,29.06,0.14,22,6
2022-09-12 18:00:00,62.75,27.0,0.62,28.23,0.14,21,5
2022-09-12 19:00:00,56.9875,26.23,0.63,26.23,0.536,21,4
2022-09-12 20:00:00,45.29,25.4,0.64,25.4,0.2,20,4
2022-09-12 21:00:00,49.475,24.57,0.65,24.57,0.1425,20,3
2022-09-12 22:00:00,20.5625,23.8,0.66,23.8,0.355,20,3
2022-09-12 23:00:00,11.392500000000002,23.14,0.67,23.14,0.785,20,3
2022-09-13 00:00:00,7.4475,17.43,0.69,17.43,0.785,18,0
2022-09-13 01:00:00,17.85,17.03,0.69,17.03,0.5700000000000001,18,0
2022-09-13 02:00:00,11.3125,16.9,0.69,16.9,0.785,18,0
2022-09-13 03:00:00,7.3425,17.03,0.69,17.03,0.785,18,0
2022-09-13 04:00:00,0.9525,17.43,0.69,17.43,1.0,18,0
2022-09-13 05:00:00,0.9525,18.06,0.69,18.06,1.0,18,1
2022-09-13 06:00:00,0.935,18.88,0.69,18.88,1.0,18,1
2022-09-13 07:00:00,7.33,19.83,0.69,19.83,0.7825,19,1
2022-09-13 08:00:00,24.2625,20.85,0.69,20.85,0.35,19,2
2022-09-13 09:00:00,39.8,21.87,0.69,21.87,0.135,19,2
2022-09-13 10:00:00,45.65,22.82,0.69,22.82,0.1375,20,3
2022-09-13 11:00:00,60.325,23.64,0.69,23.64,0.31875,20,3
2022-09-13 12:00:00,67.225,24.27,0.69,24.27,0.2835,20,3
2022-09-13 13:00:00,94.4,24.67,0.69,24.67,0.612,20,4
2022-09-13 14:00:00,47.8325,24.8,0.69,24.8,0.71975,20,4
2022-09-13 15:00:00,155.35,24.67,0.69,24.67,0.78225,20,4
2022-09-13 16:00:00,84.9075,24.27,0.69,24.27,0.8045,20,3
2022-09-13 17:00:00,74.75750000000001,23.64,0.69,23.64,0.83525,20,3
2022-09-13 18:00:00,120.25,22.82,0.69,22.82,0.77875,20,3
2022-09-13 19:00:00,75.475,21.87,0.69,21.87,0.86775,19,2
2022-09-13 20:00:00,82.375,20.85,0.69,20.85,0.58525,19,2
2022-09-13 21:00:00,45.4525,19.83,0.69,19.83,0.86025,19,1
2022-09-13 22:00:00,38.8325,18.88,0.69,18.88,0.858,18,1
2022-09-13 23:00:00,28.835,18.06,0.69,18.06,0.71325,18,1
2022-09-14 00:00:00,28.505000000000003,15.45,0.69,15.45,0.71225,18,0
2022-09-14 01:00:00,17.68,15.04,0.69,15.04,0.5700000000000001,18,0
2022-09-14 02:00:00,7.512499999999999,14.9,0.69,14.9,0.785,18,0
2022-09-14 03:00:00,10.99,15.04,0.69,15.04,0.7875,18,0
2022-09-14 04:00:00,17.8,15.45,0.7,15.45,0.5700000000000001,18,0
2022-09-14 05:00:00,17.6,16.1,0.7,16.1,0.5700000000000001,18,0
2022-09-14 06:00:00,7.3325,16.95,0.7,16.95,0.7825,18,0
2022-09-14 07:00:00,28.0175,17.94,0.7,17.94,0.71925,18,0
2022-09-14 08:00:00,17.6475,19.0,0.7,19.0,0.5675,18,1
2022-09-14 09:00:00,40.295,20.06,0.7,20.06,0.7195,19,1
2022-09-14 10:00:00,76.7,21.05,0.71,21.05,0.59875,19,2
2022-09-14 11:00:00,138.05,21.9,0.71,21.9,0.751,19,2
2022-09-14 12:00:00,116.5,22.55,0.71,22.55,0.7444999999999999,19,3
2022-09-14 13:00:00,105.75,22.96,0.71,22.96,0.73,20,3
2022-09-14 14:00:00,132.2,23.1,0.71,23.1,0.789,20,3
2022-09-14 15:00:00,144.5,22.96,0.71,22.96,0.7635000000000001,20,3
2022-09-14 16:00:00,122.025,22.55,0.72,22.55,0.75975,19,3
2022-09-14 17:00:00,121.55,21.9,0.72,21.9,0.601,19,2
2022-09-14 18:00:00,125.0,21.05,0.72,21.05,0.739,19,2
2022-09-14 19:00:00,76.4,20.06,0.72,20.06,0.7344999999999999,19,1
2022-09-14 20:00:00,138.75,19.0,0.72,19.0,0.748,18,1
2022-09-14 21:00:00,55.1425,17.94,0.72,17.94,0.628,18,0
2022-09-14 22:00:00,60.629999999999995,16.95,0.72,16.95,0.86825,18,0
2022-09-14 23:00:00,38.655,16.1,0.73,16.1,0.7244999999999999,18,0
2022-09-15 00:00:00,0.9575,17.48,0.73,17.48,1.0,18,0
2022-09-15 01:00:00,26.39,17.12,0.73,17.12,0.355,18,0
2022-09-15 02:00:00,54.535,17.0,0.72,17.0,0.86625,18,0
2022-09-15 03:00:00,32.1125,17.12,0.72,17.12,0.355,18,0
2022-09-15 04:00:00,42.7625,17.48,0.72,17.48,0.4505,18,0
2022-09-15 05:00:00,118.15,18.05,0.72,18.05,0.74675,18,1
2022-09-15 06:00:00,55.974999999999994,18.8,0.72,18.8,0.4337499999999999,18,1
2022-09-15 07:00:00,49.7375,19.67,0.71,19.67,0.6545000000000001,19,1
2022-09-15 08:00:00,50.057500000000005,20.6,0.71,20.6,0.79325,19,2
2022-09-15 09:00:00,62.9725,21.53,0.71,21.53,0.87925,19,2
2022-09-15 10:00:00,67.44,22.4,0.71,22.4,0.64675,19,2
2022-09-15 11:00:00,163.75,23.15,0.7,23.15,0.77475,20,3
2022-09-15 12:00:00,143.0,23.72,0.7,23.72,0.7665,20,3
2022-09-15 13:00:00,143.75,24.08,0.7,24.08,0.76275,20,3
2022-09-15 14:00:00,159.5,24.2,0.7,24.2,0.783,20,3
2022-09-15 15:00:00,187.75,24.08,0.7,24.08,0.816,20,3
2022-09-15 16:00:00,177.5,23.72,0.69,23.72,0.8172499999999999,20,3
2022-09-15 17:00:00,142.55,23.15,0.69,23.15,0.82925,20,3
2022-09-15 18:00:00,152.25,22.4,0.69,22.4,0.779,19,2
2022-09-15 19:00:00,162.5,21.53,0.69,21.53,0.771,19,2
2022-09-15 20:00:00,116.575,20.6,0.68,20.6,0.781,19,2
2022-09-15 21:00:00,103.8,19.67,0.68,19.67,0.74375,19,1
2022-09-15 22:00:00,52.4875,18.8,0.68,18.8,0.64425,18,1
2022-09-15 23:00:00,11.2975,18.05,0.68,18.05,0.7875,18,1
2022-09-16 00:00:00,12.955,16.44,0.68,16.44,0.5625,18,0
2022-09-16 01:00:00,39.885000000000005,15.89,0.67,15.89,0.85525,18,0
2022-09-16 02:00:00,39.855,15.7,0.66,15.7,0.85575,18,0
2022-09-16 03:00:00,38.775000000000006,15.89,0.65,15.89,0.85775,18,0
2022-09-16 04:00:00,43.0375,16.44,0.65,16.44,0.506,18,0
2022-09-16 05:00:00,45.2475,17.31,0.64,17.31,0.86475,18,0
2022-09-16 06:00:00,69.75999999999999,18.45,0.63,18.45,0.6647500000000001,18,1
2022-09-16 07:00:00,56.435,19.78,0.62,19.78,0.65175,19,1
2022-09-16 08:00:00,37.6475,21.2,0.62,21.2,0.7265,19,2
2022-09-16 09:00:00,86.75,22.62,0.61,22.62,0.5975,19,3
2022-09-16 10:00:00,67.1925,23.95,0.6,23.95,0.65175,20,3
2022-09-16 11:00:00,96.075,25.09,0.59,25.09,0.74475,20,4
2022-09-16 12:00:00,80.61,25.96,0.59,25.96,0.66125,21,4
2022-09-16 13:00:00,76.6125,26.51,0.58,26.51,0.80825,21,4
2022-09-16 14:00:00,22.4875,26.7,0.57,27.53,0.931,21,5
2022-09-16 15:00:00,64.6125,26.51,0.56,26.51,0.79525,21,4
2022-09-16 16:00:00,17.7375,25.96,0.56,25.96,0.931,21,4
2022-09-16 17:00:00,52.1675,25.09,0.55,25.09,0.63725,20,4
2022-09-16 18:00:00,55.2875,23.95,0.54,23.95,0.7985,20,3
2022-09-16 19:00:00,54.715,22.62,0.54,22.62,0.8747499999999999,19,3
2022-09-16 20:00:00,7.317499999999999,21.2,0.53,21.2,0.785,19,2
2022-09-16 21:00:00,25.25,19.78,0.52,19.78,0.5625,19,1
2022-09-16 22:00:00,26.0175,18.45,0.51,18.45,0.3575,18,1
2022-09-16 23:00:00,17.65,17.31,0.51,17.31,0.5700000000000001,18,0
2022-09-17 00:00:00,7.069999999999999,16.04,0.5,16.04,0.785,18,0
2022-09-17 01:00:00,15.474999999999998,15.41,0.5,15.41,0.5725,18,0
2022-09-17 02:00:00,17.685,15.2,0.5,15.2,0.5725,18,0
2022-09-17 03:00:00,7.4275,15.41,0.5,15.41,0.7875,18,0
2022-09-17 04:00:00,11.302499999999998,16.04,0.5,16.04,0.7875,18,0
2022-09-17 05:00:00,17.305,17.03,0.5,17.03,0.575,18,0
2022-09-17 06:00:00,0.95,18.32,0.5,18.32,1.0,18,1
2022-09-17 07:00:00,18.9475,19.83,0.5,19.83,0.78,19,1
2022-09-17 08:00:00,0.94,21.45,0.5,21.45,1.0,19,2
2022-09-17 09:00:00,23.409999999999997,23.07,0.5,23.07,0.355,20,3
2022-09-17 10:00:00,13.0175,24.58,0.5,24.58,0.56,20,3
2022-09-17 11:00:00,11.0475,25.87,0.5,25.87,0.785,21,4
2022-09-17 12:00:00,0.93,26.86,0.5,27.29,1.0,21,5
2022-09-17 13:00:00,7.245000000000001,27.49,0.5,27.9,0.785,21,5
2022-09-17 14:00:00,11.2775,27.7,0.5,28.12,0.7875,21,5
2022-09-17 15:00:00,0.95,27.49,0.5,27.9,1.0,21,5
2022-09-17 16:00:00,0.965,26.86,0.5,27.29,0.9975,21,5
2022-09-17 17:00:00,10.9125,25.87,0.5,25.87,0.785,21,4
2022-09-17 18:00:00,0.9475,24.58,0.5,24.58,1.0,20,3
2022-09-17 19:00:00,6.9825,23.07,0.5,23.07,0.785,20,3
2022-09-17 20:00:00,0.95,21.45,0.5,21.45,1.0,19,2
2022-09-17 21:00:00,0.97,19.83,0.5,19.83,1.0,19,1
2022-09-17 22:00:00,7.22,18.32,0.5,18.32,0.785,18,1
2022-09-17 23:00:00,0.95,17.03,0.5,17.03,1.0,18,0
2022-09-18 00:00:00,10.725,18.51,0.5,18.51,0.7875,18,1
2022-09-18 01:00:00,7.1025,17.98,0.51,17.98,0.7875,18,0
2022-09-18 02:00:00,0.95,17.8,0.51,17.8,1.0,18,0
2022-09-18 03:00:00,10.8875,17.98,0.52,17.98,0.7875,18,0
2022-09-18 04:00:00,0.95,18.51,0.53,18.51,1.0,18,1
2022-09-18 05:00:00,0.95,19.35,0.53,19.35,1.0,18,1
2022-09-18 06:00:00,9.7375,20.45,0.54,20.45,0.79,19,2
2022-09-18 07:00:00,0.9475,21.73,0.54,21.73,1.0,19,2
2022-09-18 08:00:00,7.0775,23.1,0.55,23.1,0.785,20,3
2022-09-18 09:00:00,0.95,24.47,0.55,24.47,1.0,20,3
2022-09-18 10:00:00,10.81,25.75,0.56,25.75,0.7875,20,4
2022-09-18 11:00:00,7.4575,26.85,0.56,27.64,0.785,21,5
2022-09-18 12:00:00,11.6375,27.69,0.57,28.72,0.785,21,5
2022-09-18 13:00:00,0.9475,28.22,0.57,29.43,1.0,22,6
2022-09-18 14:00:00,0.95,28.4,0.58,29.81,1.0,22,6
2022-09-18 15:00:00,11.8425,28.22,0.58,29.54,0.7875,22,6
2022-09-18 16:00:00,0.96,27.69,0.59,28.91,1.0,21,5
2022-09-18 17:00:00,0.9675,26.85,0.59,27.83,1.0,21,5
2022-09-18 18:00:00,0.9525,25.75,0.6,25.75,1.0,20,4
2022-09-18 19:00:00,7.1075,24.47,0.61,24.47,0.7825,20,3
2022-09-18 20:00:00,0.955,23.1,0.61,23.1,1.0,20,3
2022-09-18 21:00:00,11.0225,21.73,0.62,21.73,0.7875,19,2
2022-09-18 22:00:00,0.9575,20.45,0.62,20.45,1.0,19,2
2022-09-18 23:00:00,7.2925,19.35,0.63,19.35,0.7875,18,1
2022-09-19 00:00:00,0.96,18.8,0.63,18.8,1.0,18,1
2022-09-19 01:00:00,0.955,18.35,0.63,18.35,1.0,18,1
2022-09-19 02:00:00,0.97,18.2,0.64,18.2,1.0,18,1
2022-09-19 03:00:00,0.97,18.35,0.64,18.35,1.0,18,1
2022-09-19 04:00:00,0.9675,18.8,0.64,18.8,1.0,18,1
2022-09-19 05:00:00,0.9525,19.52,0.64,19.52,1.0,18,1
2022-09-19 06:00:00,0.9375,20.45,0.65,20.45,1.0,19,2
2022-09-19 07:00:00,10.8325,21.54,0.65,21.54,0.785,19,2
2022-09-19 08:00:00,0.94,22.7,0.65,22.7,1.0,19,3
2022-09-19 09:00:00,0.95,23.86,0.66,23.86,1.0,20,3
2022-09-19 10:00:00,0.955,24.95,0.66,24.95,1.0,20,4
2022-09-19 11:00:00,10.85,25.88,0.66,25.88,0.785,21,4
2022-09-19 12:00:00,0.9425,26.6,0.66,26.6,1.0,21,4
2022-09-19 13:00:00,0.95,27.05,0.67,28.69,1.0,21,5
2022-09-19 14:00:00,0.9575,27.2,0.67,28.93,1.0,21,5
2022-09-19 15:00:00,17.725,27.05,0.67,28.69,0.5700000000000001,21,5
2022-09-19 16:00:00,7.5025,26.6,0.67,26.6,0.785,21,4
2022-09-19 17:00:00,18.0375,25.88,0.68,25.88,0.93025,21,4
2022-09-19 18:00:00,22.9375,24.95,0.68,24.95,0.355,20,4
2022-09-19 19:00:00,0.94,23.86,0.68,23.86,1.0,20,3
2022-09-19 20:00:00,0.9525,22.7,0.68,22.7,1.0,19,3
2022-09-19 21:00:00,7.194999999999999,21.54,0.69,21.54,0.785,19,2
2022-09-19 22:00:00,0.96,20.45,0.69,20.45,1.0,19,2
2022-09-19 23:00:00,10.97,19.52,0.69,19.52,0.7875,18,1
2022-09-20 00:00:00,0.9575,17.15,0.69,17.15,1.0,18,0
2022-09-20 01:00:00,0.97,16.67,0.69,16.67,1.0,18,0
2022-09-20 02:00:00,0.965,16.5,0.68,16.5,1.0,18,0
2022-09-20 03:00:00,0.95,16.67,0.68,16.67,1.0,18,0
2022-09-20 04:00:00,0.95,17.15,0.67,17.15,1.0,18,0
2022-09-20 05:00:00,10.8575,17.92,0.67,17.92,0.785,18,0
2022-09-20 06:00:00,0.94,18.92,0.66,18.92,1.0,18,1
2022-09-20 07:00:00,0.935,20.09,0.66,20.09,1.0,19,1
2022-09-20 08:00:00,12.445,21.35,0.65,21.35,0.5725,19,2
2022-09-20 09:00:00,0.95,22.61,0.65,22.61,1.0,19,3
2022-09-20 10:00:00,11.1675,23.78,0.64,23.78,0.785,20,3
2022-09-20 11:00:00,35.795,24.78,0.64,24.78,0.722,20,4
2022-09-20 12:00:00,35.475,25.55,0.63,25.55,0.8607499999999999,20,4
2022-09-20 13:00:00,43.0,26.03,0.63,26.03,0.8654999999999999,21,4
2022-09-20 14:00:00,55.75,26.2,0.62,26.2,0.29275,21,4
2022-09-20 15:00:00,47.025,26.03,0.62,26.03,0.286,21,4
2022-09-20 16:00:00,50.275,25.55,0.61,25.55,0.145,20,4
2022-09-20 17:00:00,40.025,24.78,0.61,24.78,0.14,20,4
2022-09-20 18:00:00,18.1,23.78,0.6,23.78,0.5700000000000001,20,3
2022-09-20 19:00:00,28.0875,22.61,0.6,22.61,0.3525,19,3
2022-09-20 20:00:00,0.9475,21.35,0.59,21.35,1.0,19,2
2022-09-20 21:00:00,7.392499999999999,20.09,0.59,20.09,0.785,19,1
2022-09-20 22:00:00,0.9575,18.92,0.58,18.92,1.0,18,1
2022-09-20 23:00:00,0.955,17.92,0.58,17.92,1.0,18,0
2022-09-21 00:00:00,7.2125,17.02,0.57,17.02,0.785,18,0
2022-09-21 01:00:00,0.9675,16.41,0.57,16.41,1.0,18,0
2022-09-21 02:00:00,11.0675,16.2,0.57,16.2,0.785,18,0
2022-09-21 03:00:00,0.95,16.41,0.57,16.41,1.0,18,0
2022-09-21 04:00:00,0.9525,17.02,0.57,17.02,1.0,18,0
2022-09-21 05:00:00,0.94,17.99,0.57,17.99,1.0,18,0
2022-09-21 06:00:00,0.945,19.25,0.57,19.25,1.0,18,1
2022-09-21 07:00:00,7.2525,20.72,0.57,20.72,0.7825,19,2
2022-09-21 08:00:00,0.935,22.3,0.57,22.3,1.0,19,2
2022-09-21 09:00:00,11.267500000000002,23.88,0.57,23.88,0.785,20,3
2022-09-21 10:00:00,7.4625,25.35,0.58,25.35,0.7825,20,4
2022-09-21 11:00:00,17.925,26.61,0.58,26.61,0.5700000000000001,21,4
2022-09-21 12:00:00,18.0275,27.58,0.58,28.66,0.5700000000000001,21,5
2022-09-21 13:00:00,24.865,28.19,0.58,29.5,0.355,22,6
2022-09-21 14:00:00,27.7775,28.4,0.58,29.81,0.575,22,6
2022-09-21 15:00:00,35.5,28.19,0.58,29.5,0.14,22,6
2022-09-21 16:00:00,11.6125,27.58,0.58,28.66,0.785,21,5
2022-09-21 17:00:00,17.85,26.61,0.58,26.61,0.5700000000000001,21,4
2022-09-21 18:00:00,17.725,25.35,0.58,25.35,0.5700000000000001,20,4
2022-09-21 19:00:00,7.3775,23.88,0.58,23.88,0.7825,20,3
2022-09-21 20:00:00,10.54,22.3,0.58,22.3,0.7875,19,2
2022-09-21 21:00:00,7.2675,20.72,0.58,20.72,0.7825,19,2
2022-09-21 22:00:00,0.96,19.25,0.58,19.25,1.0,18,1
2022-09-21 23:00:00,10.8175,17.99,0.58,17.99,0.7875,18,0
2022-09-22 00:00:00,0.965,16.13,0.58,16.13,1.0,18,0
2022-09-22 01:00:00,0.955,15.51,0.57,15.51,1.0,18,0
2022-09-22 02:00:00,0.9525,15.3,0.57,15.3,1.0,18,0
2022-09-22 03:00:00,10.8675,15.51,0.57,15.51,0.7875,18,0
2022-09-22 04:00:00,6.9175,16.13,0.57,16.13,0.7875,18,0
2022-09-22 05:00:00,0.9475,17.12,0.56,17.12,1.0,18,0
2022-09-22 06:00:00,10.855,18.4,0.56,18.4,0.785,18,1
2022-09-22 07:00:00,0.9375,19.9,0.56,19.9,1.0,19,1
2022-09-22 08:00:00,7.11,21.5,0.55,21.5,0.785,19,2
2022-09-22 09:00:00,11.1825,23.1,0.55,23.1,0.785,20,3
2022-09-22 10:00:00,7.5375,24.6,0.55,24.6,0.785,20,4
2022-09-22 11:00:00,18.145,25.88,0.54,25.88,0.5675,21,4
2022-09-22 12:00:00,34.3575,26.87,0.54,27.53,0.35,21,5
2022-09-22 13:00:00,24.9825,27.49,0.54,28.21,0.3525,21,5
2022-09-22 14:00:00,25.2125,27.7,0.54,28.46,0.35,21,5
2022-09-22 15:00:00,17.782500000000002,27.49,0.53,28.13,0.5700000000000001,21,5
2022-09-22 16:00:00,24.3375,26.87,0.53,27.47,0.355,21,5
2022-09-22 17:00:00,22.12,25.88,0.53,25.88,0.5675,21,4
2022-09-22 18:00:00,13.82,24.6,0.52,24.6,0.5675,20,4
2022-09-22 19:00:00,11.3475,23.1,0.52,23.1,0.785,20,3
2022-09-22 20:00:00,7.1875,21.5,0.52,21.5,0.7825,19,2
2022-09-22 21:00:00,10.9425,19.9,0.51,19.9,0.785,19,1
2022-09-22 22:00:00,0.9575,18.4,0.51,18.4,1.0,18,1
2022-09-22 23:00:00,7.0649999999999995,17.12,0.51,17.12,0.7875,18,0
2022-09-23 00:00:00,0.9575,16.64,0.5,16.64,1.0,18,0
2022-09-23 01:00:00,10.8925,16.09,0.5,16.09,0.785,18,0
2022-09-23 02:00:00,0.95,15.9,0.5,15.9,1.0,18,0
2022-09-23 03:00:00,6.944999999999999,16.09,0.5,16.09,0.7875,18,0
2022-09-23 04:00:00,10.8175,16.64,0.49,16.64,0.7875,18,0
2022-09-23 05:00:00,0.95,17.53,0.49,17.53,1.0,18,0
2022-09-23 06:00:00,6.675,18.68,0.49,18.68,0.785,18,1
2022-09-23 07:00:00,0.9425,20.01,0.49,20.01,1.0,19,1
2022-09-23 08:00:00,10.8825,21.45,0.48,21.45,0.7825,19,2
2022-09-23 09:00:00,7.3375,22.89,0.48,22.89,0.785,20,3
2022-09-23 10:00:00,0.9375,24.22,0.48,24.22,1.0,20,3
2022-09-23 11:00:00,17.665,25.37,0.48,25.37,0.5675,20,4
2022-09-23 12:00:00,24.5375,26.26,0.47,26.26,0.355,21,4
2022-09-23 13:00:00,27.15,26.81,0.47,27.08,0.14,21,5
2022-09-23 14:00:00,45.575,27.0,0.47,27.24,0.1425,21,5
2022-09-23 15:00:00,33.7375,26.81,0.47,27.08,0.355,21,5
2022-09-23 16:00:00,44.6125,26.26,0.46,26.26,0.36,21,4
2022-09-23 17:00:00,35.0625,25.37,0.46,25.37,0.355,20,4
2022-09-23 18:00:00,28.9125,24.22,0.46,24.22,0.355,20,3
2022-09-23 19:00:00,13.7175,22.89,0.46,22.89,0.565,20,3
2022-09-23 20:00:00,0.945,21.45,0.45,21.45,1.0,19,2
2022-09-23 21:00:00,0.9475,20.01,0.45,20.01,1.0,19,1
2022-09-23 22:00:00,7.092499999999999,18.68,0.45,18.68,0.785,18,1
2022-09-23 23:00:00,0.96,17.53,0.44,17.53,1.0,18,0
2022-09-24 00:00:00,10.85,15.84,0.44,15.84,0.7875,18,0
2022-09-24 01:00:00,6.99,15.36,0.44,15.36,0.7875,18,0
2022-09-24 02:00:00,0.965,15.2,0.44,15.2,1.0,18,0
2022-09-24 03:00:00,0.96,15.36,0.45,15.36,1.0,18,0
2022-09-24 04:00:00,0.95,15.84,0.45,15.84,1.0,18,0
2022-09-24 05:00:00,6.735,16.61,0.45,16.61,0.7875,18,0
2022-09-24 06:00:00,0.94,17.6,0.45,17.6,1.0,18,0
