Time,optimized_Total Cost,actual_energy_cost (Hour),actual_Production Energy,optimized_Production Energy,actual_Chiller Energy,optimized_Chiller Energy,actual_UTA Energy,optimized_UTA Energy,actual_Compressor Energy,optimized_Compressor Energy,actual_Office Energy,optimized_Office Energy,actual_Data Center Energy,optimized_Data Center Energy,actual_Technological Centers Energy,optimized_Technological Centers Energy,actual_power_transport_vehicles,optimized_Power Transport Vehicles,actual_set_point,optimized_Set Point,actual_num_active_chiller,optimized_Number of Active Chillers,actual_standby_power_down,optimized_Standby Power Down,actual_active_printers,optimized_Active Printers,actual_active_coffee_machines,optimized_Active Coffee Machines,actual_server,optimized_Number of Servers,actual_network_switch_poe,optimized_Number of Network Switches (PoE),actual_network_switch_non_poe,optimized_Number of Network Switches (Non-PoE),actual_hdd,optimized_Number of HDDs,actual_ssd,optimized_Number of SSDs,actual_production_schedule,actual_maintenance_status,actual_volume_production_waste,actual_number_of_workers,actual_heat_index,efficiency_adjusted_power,actual_operational_presence,actual_fabric_in_chamber,actual_testing_schedule,actual_workload,actual_lightbulbs_active,actual_active_wall_plugs,actual_active_computers,actual_sum_of_kWh,actual_price_mWh
2023-06-06 11:00:00,324.4780176207718,49.60141928571429,310.7857142857143,58.9892143332524,142.48214285714286,6.45898882836724,50.63214285714286,25.1058090849128,61.942857142857136,36.206729313371675,10.493928571428572,3.28311093938226,0.28,0.4225622146,28.278571428571432,27.403307059130977,173.62996388717738,-0.0,20,25.0,4,0.0,5.4401908710837255,0.0,0.8034668580023332,0.0,0.2556445090532451,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,78.0,94.31020539377816,49.51070405493241,166.0,25.64,0.6788373440671661,5.843877907178059,10.553559661591944,25.374237882096097,26.630558606385872,4.177067668868551,4.950118497158446,3.052720423491963,604.8953571428572,82.0
2023-06-06 12:00:00,324.4780176207718,43.37127112499999,312.5,122.0087425735,104.625,7.20864006213423,49.975,37.3145298946267,64.8,38.77741865883207,7.782500000000001,7.40841057333504,0.28,0.4225622146,27.65,28.873928908986912,144.33796882162488,-0.0,21,25.0,4,0.0,6.440668343990459,0.0,0.5872563700320004,0.0,0.2588281669003573,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,51.0,59.30565045367146,45.19338855394408,246.0,26.65,0.678951938261529,4.783081814415833,6.720484134927695,15.702104869092402,23.990405310216858,2.5491839975667654,1.854841023134403,1.233521878688912,567.6125,76.41
2023-06-06 13:00:00,324.4780176207718,44.33604933214286,325.6428571428571,74.0913603174157,128.36607142857144,9.41989852506512,49.39107142857143,28.1539976373056,66.92142857142858,38.90136368553643,7.569464285714286,3.77731518439351,0.2825,0.4225622146,27.014285714285716,28.07273967153697,118.67720527228674,-0.0,22,25.0,6,0.0,5.0886151991825415,0.0,0.1387598281205642,0.0,0.1844227489530793,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,93.0,71.74731664457266,22.30156333012074,153.0,29.63,0.6789530284027192,3.683594751189822,11.799016187581469,18.043369407007106,10.804918744518783,1.634305318353281,4.576897692197431,1.536486346784619,605.1876785714286,73.26
2023-06-06 14:00:00,324.4780176207718,42.959775,339.75,38.1685121505745,134.25,9.73916512052929,49.425,23.5541860077583,65.825,38.482718285222255,8.545,2.93141496948445,0.28,0.4225622146,29.075,26.490925488831568,134.23979244110367,-0.0,22,25.0,6,0.0,4.7602877999241695,0.0,0.3637027944523459,0.0,0.1859745438722955,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,68.0,64.46349591916524,33.63747529763834,133.0,30.06,0.6788911983376573,4.000072580658122,8.087694616552282,15.291916908929393,16.041638155892443,2.1818951039251524,2.9539177440951123,1.357358806162342,627.15,68.5
2023-06-06 15:00:00,324.4780176207718,37.8454412,312.75,94.7076888068861,69.875,9.49422530140035,48.7,30.5962643482144,66.925,37.03139574524188,6.6025,3.77731518439351,0.2825,0.4225622146,27.0,28.51938588732588,170.20769667884386,-0.0,22,25.0,6,0.0,5.6690608312707065,0.0,0.3743857096672934,0.0,0.199866133558868,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,52.0,72.70650161325779,36.66164150009444,197.0,29.73,0.6789081597099303,5.526434637368639,6.610459705448143,18.799779422497448,18.96425445901241,2.893140581827243,1.4483973954979583,1.4794368718194866,532.135,71.12
2023-06-06 16:00:00,324.4780176207718,42.312954000000005,326.5,106.433943306196,86.125,7.20861683978523,49.65,37.6017726905472,68.875,39.11872063655488,8.29,6.43417094285805,0.2825,0.4225622146,29.0,29.24508923027117,190.57935461858813,-0.0,21,25.0,4,0.0,4.271726202518271,0.0,0.3591121833605095,0.0,0.1534097685986572,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,65.0,62.76116708637061,32.6419624104002,90.0,26.65,0.6789141178170336,6.091278308150193,8.103925393015803,15.690843839821184,16.363579235669125,3.788965155780759,2.838714259886063,1.349367314599795,568.7225,74.4
2023-06-06 17:00:00,324.4780176207718,48.80715000000001,282.5,103.462285254098,143.75,6.45910512139487,50.275,29.4895196552482,61.95,37.69679864989241,11.5825,4.25735056985925,0.28,0.4225622146,30.7,27.433096062738606,169.2123923194345,-0.0,20,25.0,4,0.0,3.557733860587887,0.0,0.5713232495339153,0.0,0.1774369142457554,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,99.0,53.79957783591074,30.51191022811877,18.0,25.64,0.6789050259291687,6.0760475291126586,14.062963916427842,16.089091896768892,18.015556595522707,4.718800332543958,7.320665080991091,2.0308458756477963,581.0375,84.0
2023-06-06 18:00:00,324.4780176207718,55.890314149999995,358.5,58.4937746567621,111.6,5.47958026843261,50.325,28.9803256390148,59.575,36.09410785702637,8.2375,4.86572537089291,0.28,0.4225622146,29.875,26.500402763456265,179.26118029223068,-0.0,20,25.0,3,0.0,5.255995164198302,0.0,0.1209408982136569,0.0,0.2022165598108148,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,72.0,56.382258559471296,23.049032754453982,170.0,24.32,0.6789137957230144,5.309270871024127,8.329043878957163,12.370861727658092,9.628410247507873,3.0877958001344408,2.8734999471676623,0.8563667497378935,618.3924999999999,90.38
2023-06-06 19:00:00,324.4780176207718,49.984012500000006,295.25,63.0965168016632,79.2,4.3442060844026,49.375,28.5513072092779,66.825,37.9661545644791,5.515000000000001,4.01982515598385,0.2825,0.4225622146,29.7,26.70694731617016,121.35138494028772,-0.0,20,25.0,3,0.0,4.08813658118119,0.0,0.3982711515857712,0.0,0.0895198726352791,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,60.0,65.93198724447852,39.08913025846649,68.0,22.79,0.6789141334093426,4.213679970636531,8.282416735936485,18.25639848903537,21.52207136168989,1.4498381914138962,1.8528475240534776,1.1554193762250988,526.1475,95.0
2023-06-06 20:00:00,324.4780176207718,61.050976325,366.75,81.7991292838117,87.1875,3.12718502583599,49.55,28.7271214064403,66.925,37.318500170312745,5.74,3.64897576882558,0.28,0.4225622146,27.375,26.731557558164983,62.907423668074,-0.0,19,25.0,2,0.0,7.19790371776266,0.0,0.0328793189425176,0.0,0.2610778330770583,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,77.0,86.52296354254847,25.972295315938464,324.0,21.15,0.6789114890129565,1.2406209553131222,8.580060200025134,19.64761761018888,10.426718167343136,0.0,2.086833857577653,1.380161863611341,603.8075,101.11
2023-06-06 21:00:00,324.4780176207718,55.31959265,322.0,53.0104276910892,76.05,1.91018452722759,49.650000000000006,26.9241723635947,64.125,38.81012420861581,6.99,2.80307555391652,0.28,0.4225622146,25.55,28.871258600966524,149.52615442603704,-0.0,18,25.0,1,0.0,4.744150395391475,0.0,0.1360762444679695,0.0,0.1530053085304787,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,68.0,98.21282215377964,23.359166996842603,124.0,19.51,0.6789124130801789,4.788340485137938,8.68512015579652,25.406627258088044,11.67476374872953,2.339506465839416,2.633684151682784,2.404767958723153,544.645,101.57
2023-06-06 22:00:00,324.4780176207718,29.70064900000001,126.25,55.2287276040692,83.8925,0.774802663268769,49.725,27.3436882295785,18.5,35.35709893855484,5.9625,2.4372107244732,0.2825,0.4225622146,22.975,28.499445358348765,55.07614160148922,-0.0,18,25.0,0,0.0,5.207833709643149,0.0,0.160174006922289,0.0,0.1571947504617472,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,16.0,34.60803940125379,6.172720209515713,95.0,17.98,0.6789120428797522,4.496135963001219,7.43297731208813,19.86986881214066,13.933175750214694,1.7880440305986396,1.5375013578794574,1.446155562135409,307.58750000000003,96.56
2023-06-06 23:00:00,324.4780176207718,19.5143315,109.5,4.98795696584519,33.975,0.537332338792393,33.125,19.6504909556099,15.925,11.306852986098352,4.3625,0.740425736940135,0.2875,0.4225622146,19.675,24.7100312579066,52.0160567761035,-0.0,18,24.0,0,0.0,2.368056631512805,0.0,0.2042478898633918,0.0,0.0530364342534127,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,26.0,17.163035093771647,11.222643818349724,0.0,16.66,0.6789115171952469,3.136363824046365,6.279189621862283,10.186790417710768,11.595391095824848,1.4231267299006107,1.899251001947948,0.628571663652356,216.85,89.99
2023-06-07 00:00:00,294.34771729667875,12.793808636363636,107.66818181818182,99.0642552401668,4.3149999999999995,0.878487715094709,0.5159090909090909,16.2470861081778,16.404545454545456,13.144097133408868,5.044090909090909,2.32304016845079,0.29,0.4225622146,19.904545454545456,23.675092268643677,48.633593694045025,-0.0,18,25.0,0,0.0,1.3112679118329995,0.0,0.0323156625976452,0.0,0.1688418570516296,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,40.0,3.113150326233068,0.0,130.0,16.46,0.8028449403070151,0.1005648360344809,2.2445247943992097,0.0,0.0,1.557706358319784,3.181524271854162,0.2720612671556675,154.1422727272727,83.0
2023-06-07 01:00:00,294.34771729667875,11.912727000000002,101.45,3.40465056443891,13.235,0.651730255625544,0.505,8.62783174817558,16.15,13.821940471101287,5.055,1.3488005379738,0.29,0.4225622146,19.65,21.065900665169092,4.513445185193412,-0.0,18,25.0,0,0.0,0.0187316310408741,0.0,0.108774312965172,0.0,0.0993156567783033,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,27.0,3.831349936851886,3.1223857554308028,31.0,16.12,0.8013024134303801,0.0,0.7199400059008787,0.0,0.0,0.4389108333758562,2.3613918288318088,0.349181336516328,156.335,76.2
2023-06-07 02:00:00,294.34771729667875,11.72946654090909,95.23181818181818,40.7239782144163,22.155,0.660075312272653,0.4940909090909091,16.2608405628909,15.895454545454546,11.072514625194668,5.065909090909091,2.45137958401871,0.29,0.4225622146,19.395454545454548,18.972320083046217,58.30820350982299,-0.0,18,25.0,0,0.0,0.0,0.0,0.4075785242928454,0.0,0.0942634124895791,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,4.0,1.358548310064123,19.01357451839344,22.0,16.0,0.8109419586918911,0.6021024427933755,0.0,0.0,4.774555713006938,1.973609283619268,0.8219859953526836,0.311106261206611,158.52772727272728,73.99
2023-06-07 03:00:00,294.34771729667875,9.5440125,97.25,27.4412799173575,0.95,0.489892105693258,0.5125,9.64076651517369,16.625,8.295296492016183,5.175,2.19470075288286,0.2875,0.4225622146,19.450000000000003,19.092689793333697,61.43373832925245,-0.0,18,25.0,0,0.0,0.0,0.0,0.2427390860939529,0.0,0.0977348994981099,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,16.0,49.40425498588919,9.774109579383554,24.0,16.12,0.7831285971563036,0.6785754275551429,0.0,7.697604595890695,0.0,2.067169548794481,1.6960665379481503,2.0514563386915183,140.25,68.05
2023-06-07 04:00:00,294.34771729667875,9.710295750000002,96.9,28.665276872422,10.815,0.720874697980427,0.5075000000000001,17.9902357924451,16.125,10.602208992308084,6.0175,1.23462998195139,0.2825,0.4225622146,17.15,17.641187586155745,62.78457394213912,-0.0,18,25.0,0,0.0,0.0,0.0,0.3584244533039443,0.0,0.0502224122739706,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,13.0,25.47436269407022,13.8302049603228,0.0,16.46,0.784518277538974,0.7282456115485781,0.0,1.3348693056611556,1.917815232747924,2.360779443807843,1.808525062042687,1.358764002262005,147.7975,65.7
2023-06-07 05:00:00,294.34771729667875,23.687937,213.25,32.3225581775304,30.6525,1.17233896710179,42.7,27.3604575187885,29.075000000000003,12.169264497937467,3.9525,3.89148574041592,0.28,0.4225622146,17.525,17.88773529509924,121.51958084955967,-0.0,18,25.0,0,0.0,3.6119790330352815,0.0,0.0300889280212221,0.0,0.065264244050157,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,47.0,37.81664208225065,14.008746803716436,51.0,17.0,0.7972449068494368,4.809082657123817,7.830890243570462,13.11815773715415,10.50505147720274,1.9558346984724548,1.6375644464554564,0.4744392934482685,337.435,70.2
2023-06-07 06:00:00,294.34771729667875,36.959405,331.75,46.2795936087958,21.0,1.58468449719192,49.55,31.1661663789258,62.075,14.722201908983976,5.995,3.89148574041592,0.28,0.4225622146,22.8,20.701653034450956,162.9905449808365,-0.0,18,25.0,0,0.0,5.028300580933581,0.0,0.2915064098916435,0.0,0.14900266249848,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,92.0,58.036603739294925,35.81347872411772,150.0,17.7,0.7932846120969503,5.086186425563866,11.62517290440912,14.089100701955914,17.713195024340052,2.2903790548559826,3.837712774250431,0.6786528307837283,493.45,74.9
2023-06-07 07:00:00,294.34771729667875,53.317109374999994,343.75,55.4446770773469,71.6375,2.12172141519959,49.625,28.3516473166237,65.225,35.2418477984638,4.9925,1.95717533900746,0.2825,0.4225622146,25.425,18.232480235813885,137.80828795950953,-0.0,18,25.0,1,0.0,2.943532801720429,0.0,0.2304704450095658,0.0,0.0160741178150196,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,73.0,62.212967546929605,36.50829302908395,0.0,18.52,0.7956289401882967,4.078889629618936,8.680072490273927,14.5312448030557,17.412209739385915,1.1650498748520604,1.8347885920657796,0.5344319345048893,560.9375,95.05
2023-06-07 08:00:00,294.34771729667875,56.94161315,327.75,40.2775159650731,83.675,2.68385099359711,49.775,26.3840344851249,65.925,36.86432883286089,8.985,2.32304016845079,0.28,0.4225622146,26.775,22.0626618924508,140.99716530487535,-0.0,18,25.0,1,0.0,5.52415658618614,0.0,0.3404261169136627,0.0,0.2342851794902527,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,70.0,62.421644453583355,29.816039153791596,184.0,19.4,0.7964177013595081,4.431650714272965,8.828665386637327,15.572752670730704,14.82886836513066,2.6390862617933935,3.496780157134592,1.4661903179354088,563.165,101.11
2023-06-07 09:00:00,294.34771729667875,61.01766245,335.0,77.9719601133873,132.1,3.22965592607268,50.35,29.8597707820891,63.625,40.35796554168297,12.925,4.86572537089291,0.28,0.4225622146,30.325,27.381331741458418,149.0219556245882,-0.0,19,25.0,2,0.0,4.2861617720138945,0.0,0.6372509597845875,0.0,0.2431682710132806,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,100.0,92.88793304732071,36.18897412086279,90.0,20.28,0.7944476453537052,4.645625093395395,12.664290089922895,23.48302176958868,18.013692488096638,3.9532770938719968,7.09267465325744,3.2964948568401637,624.605,97.69
2023-06-07 10:00:00,294.34771729667875,47.52008740631579,293.24736842105267,68.2739889152829,71.0291052631579,3.74930173074323,50.39421052631579,30.8783938094899,56.200526315789475,29.80896784099161,13.562684210526315,6.56251035842598,0.28,0.4225622146,27.190526315789473,25.98477940713938,131.28660287103816,-0.0,19,25.0,2,0.0,4.803226103334055,0.0,0.4204898774179109,0.0,0.28358596042377,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,77.0,63.578657993053554,17.822965153288013,114.0,21.1,0.794373071059391,4.666198818289413,10.869410721708908,18.11422368850018,10.665496305439504,4.158140999194354,6.371366019949091,2.6950030889025705,511.9044210526315,92.83
2023-06-07 11:00:00,294.34771729667875,45.56518844126315,293.6431578947369,80.8443211232315,70.43567368421053,4.19436036549597,50.38494736842105,32.5935956593378,56.201368421052635,34.957007453952485,13.50297894736842,6.9283751878693,0.28,0.4225622146,27.17536842105263,27.83168466258449,158.17498290829462,-0.0,19,25.0,2,0.0,2.323647056957978,0.0,0.732163426711843,0.0,0.1485437210774216,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,73.0,42.40223035546213,35.34667888980667,0.0,21.8,0.7946291940756709,5.55587910946979,10.26348547120919,12.440780144896443,19.985080791336767,4.864212903802173,6.020294470471465,1.9154791560212003,511.6234947368421,89.06
2023-06-07 12:00:00,294.34771729667875,45.44301405557895,294.0389473684211,40.6361145787542,69.84224210526317,4.53583977702717,50.37568421052632,25.0945399389348,56.202210526315795,35.15073190181569,13.443273684210526,3.89148574041592,0.28,0.4225622146,27.160210526315787,26.339268686140223,147.71134965112063,-0.0,19,25.0,2,0.0,4.7818105984707096,0.0,0.6160441836342514,0.0,0.2801395814770689,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,94.0,98.85753265117852,29.1041263834629,113.0,22.34,0.7944008775004304,5.200492290835817,13.029910306230205,27.469131250174794,16.629323281040737,4.5580452481309255,7.495350492303315,3.938460673732242,511.34256842105265,88.87
2023-06-07 13:00:00,294.34771729667875,43.44535019536842,294.4347368421053,94.2290260572789,69.2488105263158,4.75231069862303,50.36642105263158,38.1144271040108,56.20305263157896,34.18760741061237,13.383568421052631,6.06830611341472,0.28,0.4225622146,27.14505263157895,26.48282715266857,190.89442407884763,-0.0,19,25.0,3,0.0,3.5128387398710323,0.0,0.6322755368852166,0.0,0.2104701302706461,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,72.0,47.18464335538606,30.214384784261178,18.0,22.68,0.7946343614534115,6.633329061698545,10.09159375384521,13.663297931050778,17.195064921220457,5.705703370720498,5.881289052854813,2.058014474989815,511.0616421052631,85.01
2023-06-07 14:00:00,294.34771729667875,40.913535334736835,294.8305263157895,62.2958816137127,68.65537894736843,4.82871275348811,50.35715789473685,29.0917207270575,56.2038947368421,43.19206226481707,13.323863157894737,4.99406478646084,0.28,0.4225622146,27.129894736842104,24.418003722233053,194.94102411959233,-0.0,20,25.0,3,0.0,4.20368934147294,0.0,0.7790129923446122,0.0,0.246631091915109,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,35.0,55.51094771266808,38.57498219663891,70.0,22.8,0.7947255540708927,6.76161668632853,5.137241128932671,15.857249586079964,21.627654034242564,5.792763037422847,3.1755440801326444,2.3435391671233763,510.7807157894737,80.1
2023-06-07 15:00:00,294.34771729667875,41.40153292631579,295.2263157894737,28.1215958140691,68.06194736842106,4.75237756597332,50.3478947368421,19.8269388071247,56.20473684210526,35.002112384799325,13.264157894736842,2.32304016845079,0.28,0.4225622146,27.114736842105263,24.37613763898152,131.30927603277308,-0.0,19,25.0,3,0.0,2.986844248242045,0.0,0.7193735827931381,0.0,0.1797764860386005,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,77.0,84.11206009168589,35.4701982195239,0.0,22.68,0.7946528552770736,4.633959373373048,10.773951097278967,23.457816713572026,19.94537307286853,4.045739469868213,6.204859501660136,3.3609844288416,510.49978947368425,81.1
2023-06-07 16:00:00,294.34771729667875,40.99608565473684,295.6221052631579,85.3790182587908,67.46851578947368,4.53684228374703,50.33863157894736,31.6622228363677,56.20557894736842,37.32405821549267,13.204452631578947,3.89148574041592,0.28,0.4225622146,27.09957894736842,26.737933300739847,13.99295593187739,-0.0,19,25.0,2,0.0,3.671590311912296,0.0,0.6150977270905172,0.0,0.2156078026347539,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,41.0,70.77355568196523,29.88561167845628,31.0,22.34,0.7946587212797882,0.7168163266150187,5.9229268359114755,19.87448603073382,16.940530744053106,0.843864000732109,3.5550668377976127,2.8644095244863648,510.2188631578947,80.35
2023-06-07 17:00:00,294.34771729667875,44.8337434071579,296.0178947368421,96.3419509386414,66.87508421052632,4.19444698450052,50.32936842105263,31.1871678953722,56.20642105263158,36.92345345328675,13.144747368421053,4.73738595532498,0.28,0.4225622146,27.084421052631576,25.35322278084978,166.3704302007796,-0.0,19,25.0,2,0.0,4.38907564461519,0.0,0.5043588579611031,0.0,0.2532070397586699,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,71.0,57.58388311411766,23.941968835900152,85.0,21.8,0.7946492549457911,5.78946642551692,10.009278655944204,16.330843839061778,13.744191721110482,4.950690359017527,5.744863322013305,2.373207449622748,509.9379368421053,87.92
2023-06-07 18:00:00,294.34771729667875,49.29402605810526,296.4136842105263,45.5069529436351,66.28165263157895,3.75054248746235,50.32010526315789,26.6751291245429,56.207263157894744,34.75445194336878,13.085042105263158,5.95413555739231,0.28,0.4225622146,27.06926315789474,24.717058976046825,113.22699987865316,-0.0,19,25.0,2,0.0,4.280043620317093,0.0,0.8314917158150129,0.0,0.2461743396045325,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,39.0,46.24864113272487,42.32453304797313,77.0,21.1,0.7946274280935041,4.0114197047178655,5.67610493915136,13.28171647044434,23.52182979397004,3.487900202886068,3.375486728037953,1.9489503189301485,509.6570105263158,96.72
2023-06-07 19:00:00,294.34771729667875,49.78641847073684,296.8094736842105,58.5505973164455,65.68822105263158,3.23070817703994,50.31084210526315,31.1647267496926,56.2081052631579,36.71786076443151,13.025336842105265,4.99406478646084,0.28,0.4225622146,27.054105263157897,26.25924220387141,105.56660622463772,-0.0,19,25.0,2,0.0,5.435488478507843,0.0,0.4682304101859109,0.0,0.3074233911047928,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,58.0,50.30521030590856,22.351865955434334,164.0,20.28,0.7946378608565682,3.74947420618918,8.168205435240536,14.33707207638064,12.843344504370004,3.2577003404604197,4.701996120338212,2.0803375709177603,509.3760842105263,97.74
2023-06-07 20:00:00,294.34771729667875,52.56407505263157,297.2052631578947,54.5669794350941,65.09478947368422,2.67281199210897,50.30157894736842,25.3124057846796,56.20894736842105,43.90821322768203,12.965631578947368,1.82883592343954,0.28,0.4225622146,27.038947368421052,26.169152345576496,117.83059946119003,-0.0,18,25.0,1,0.0,2.6820490880105723,0.0,0.7311358665747643,0.0,0.1575926931759,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,59.0,51.29453706928854,37.1662411972264,0.0,19.4,0.794642574595677,4.151674937346085,8.372671365451161,14.574496373035943,20.717948459746413,3.5674513627691553,4.789751395215237,2.1009973719114576,509.0951578947368,103.25
2023-06-07 21:00:00,294.34771729667875,54.62629590231579,297.6010526315789,50.0742992710831,64.50135789473686,2.11488384648601,50.29231578947368,27.7128124362443,56.20978947368421,38.46464374752639,12.905926315789474,4.5140294009951,0.28,0.4225622146,27.02378947368421,26.918615256679363,116.557500137736,-0.0,18,25.0,1,0.0,4.4979130011498185,0.0,0.4275476065332099,0.0,0.2545043736433791,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,53.0,65.08387273883034,20.508743303995807,94.0,18.52,0.7946417250714277,4.102639249836112,7.558326378837929,18.22525637800107,11.80755340977741,3.51034717670172,4.325820558632144,2.5837374944175977,508.8142315789474,107.36
2023-06-07 22:00:00,294.34771729667875,51.10759717894737,297.99684210526317,61.5659294081332,63.90792631578948,1.59501922940485,50.28305263157895,30.2535310818063,56.21063157894737,33.5376047129249,12.84622105263158,3.41145035495019,0.28,0.4225622146,27.00863157894737,27.71294768649269,148.49771967663915,-0.0,18,25.0,0,0.0,4.449361757532332,0.0,0.7641331392031216,0.0,0.2507376356459946,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,60.0,67.93073994595825,39.41645611695778,90.0,17.7,0.79464410213879,5.160714191071377,8.399184767549569,18.95802479298915,21.865270736444437,4.353323931804163,4.758182349787469,2.6714545054305954,508.5333052631579,100.5
2023-06-07 23:00:00,294.34771729667875,48.23315076210527,298.3926315789474,4.56900430184761,63.31449473684211,1.15121315111472,50.27378947368421,23.4295521877866,56.21147368421053,11.541815563699029,12.786515789473684,2.45137958401871,0.28,0.4225622146,26.993473684210525,22.447115078582264,83.51938583099376,-0.0,18,25.0,0,0.0,4.08979940156307,0.0,0.7736758126952717,0.0,0.2301762975816143,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,81.0,62.92141017292012,40.15512119782189,63.0,17.0,0.7946434714934539,2.9881706861550237,11.160336371283602,17.595807346599628,22.23282927265927,2.569807890185341,6.230382916877421,2.475562805459599,508.2523789473684,94.9
2023-06-08 00:00:00,333.391746170851,47.71375854568421,298.7884210526316,0.525885658145584,62.72106315789474,0.00600069025422201,50.264526315789475,16.2356250331524,56.21231578947369,17.900268176237116,12.72681052631579,3.53978977051811,0.28,0.4225622146,26.978315789473683,20.613441775366184,98.1436706623356,-0.0,18,22.0,0,0.0,3.633562662565399,0.0,0.3760666880030073,0.0,0.2043945428336998,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,55.0,64.64943930917688,18.274241935107405,29.0,16.11,0.5356941711877902,3.4690478038049144,7.665631274873926,18.030218942688748,10.536630825632193,2.9435228147128742,4.31503708083955,2.5228897621141493,507.97145263157887,93.93
2023-06-08 01:00:00,333.391746170851,45.31645637894737,299.1842105263158,1.93583181899671,62.12763157894737,0.751709606903983,50.25526315789474,5.77763178973288,56.21315789473684,15.575233339879762,12.667105263157897,1.3488005379738,0.28,0.4225622146,26.96315789473684,20.23864773998974,140.9428834933093,-0.0,18,21.0,0,0.0,5.648107716091577,0.0,0.6919538382237822,0.0,0.3120350048820734,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,74.0,49.56321550577859,36.03204461200621,181.0,15.88,0.5373732642407516,4.889089188109198,10.182143026844644,13.98082975486984,19.981062746398862,4.08077828803043,5.654765168199668,1.9632221876471512,507.69052631578944,89.26
2023-06-08 02:00:00,333.391746170851,42.028737168,299.58,4.14642895474548,61.534200000000006,0.700240311486908,50.245999999999995,6.52437135474363,56.214,15.950238957811717,12.6074,1.22046112240587,0.28,0.4225622146,26.948,19.61399603719592,149.5092816110892,-0.0,18,21.0,0,0.0,6.592806284193366,0.0,0.6777960528346018,0.0,0.3619037567175297,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,51.0,69.80752194270332,35.4540175327964,252.0,15.8,0.5391993623460974,5.168036748640355,7.158886157239493,19.352915297803744,19.64638546390761,4.290324482620433,3.99470854697645,2.678986754855814,507.4095999999999,82.83
2023-06-08 03:00:00,333.391746170851,38.00929409263158,299.97578947368424,38.6125427331661,60.94076842105264,0.789289073960873,50.23673684210526,11.1365654662785,56.21484210526316,11.42517116441732,12.547694736842104,3.77731518439351,0.28,0.4225622146,26.932842105263155,19.414107402653222,150.2400438780735,-0.0,18,21.0,0,0.0,2.8301936115800306,0.0,0.7202541707984451,0.0,0.1575777015543694,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,63.0,84.7046768175515,38.02131841764348,0.0,15.88,0.5403272674441266,5.1857964474783245,8.709510452300366,23.29909375751723,20.989216428913352,4.287524945653875,4.8114085764198835,3.2017191506735134,507.1286736842105,74.95
